>NC_013748.1_42	ce87c8d1ecdb45b3130d3a47a69a0147	59	SUPERFAMILY	SSF57783	Zinc beta-ribbon	7	38	7.14E-6	T	21-06-2023	-	-
>NC_013748.1_83	2619142c4abd9ca52cb55ebb548059c4	618	Pfam	PF00145	C-5 cytosine-specific DNA methylase	530	583	8.4E-9	T	21-06-2023	IPR001525	C-5 cytosine methyltransferase
>NC_013748.1_83	2619142c4abd9ca52cb55ebb548059c4	618	Pfam	PF00145	C-5 cytosine-specific DNA methylase	9	230	9.8E-21	T	21-06-2023	IPR001525	C-5 cytosine methyltransferase
>NC_013748.1_83	2619142c4abd9ca52cb55ebb548059c4	618	SUPERFAMILY	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	5	584	2.6E-57	T	21-06-2023	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily
>NC_013748.1_83	2619142c4abd9ca52cb55ebb548059c4	618	Gene3D	G3DSA:3.40.50.150	Vaccinia Virus protein VP39	1	252	9.2E-44	T	21-06-2023	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily
>NC_013748.1_83	2619142c4abd9ca52cb55ebb548059c4	618	Gene3D	G3DSA:3.90.120.10	DNA Methylase, subunit A, domain 2	533	575	1.9E-9	T	21-06-2023	-	-
>NC_013748.1_61	f9c63876ba85df62c31d1fea244a839b	143	MobiDBLite	mobidb-lite	consensus disorder prediction	1	34	-	T	21-06-2023	-	-
>NC_013748.1_33	ce5b7d72c94965a137eb152ecc05ce5b	122	Pfam	PF14520	Helix-hairpin-helix domain	70	121	6.2E-8	T	21-06-2023	-	-
>NC_013748.1_33	ce5b7d72c94965a137eb152ecc05ce5b	122	SUPERFAMILY	SSF47781	RuvA domain 2-like	47	120	6.67E-9	T	21-06-2023	IPR010994	RuvA domain 2-like
>NC_013748.1_33	ce5b7d72c94965a137eb152ecc05ce5b	122	Gene3D	G3DSA:1.10.150.20	-	56	122	6.2E-10	T	21-06-2023	-	-
>NC_013748.1_58	7efa096376edff2d60849f6941398ead	207	SUPERFAMILY	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	73	178	8.92E-9	T	21-06-2023	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily
>NC_013748.1_58	7efa096376edff2d60849f6941398ead	207	MobiDBLite	mobidb-lite	consensus disorder prediction	185	207	-	T	21-06-2023	-	-
>NC_013748.1_58	7efa096376edff2d60849f6941398ead	207	ProSitePatterns	PS00092	N-6 Adenine-specific DNA methylases signature.	93	99	-	T	21-06-2023	IPR002052	DNA methylase, N-6 adenine-specific, conserved site
>NC_013748.1_58	7efa096376edff2d60849f6941398ead	207	Gene3D	G3DSA:3.40.50.150	Vaccinia Virus protein VP39	59	174	2.7E-6	T	21-06-2023	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily
>NC_013748.1_81	eab43d54e03c4350f033070a9a47381c	169	MobiDBLite	mobidb-lite	consensus disorder prediction	144	169	-	T	21-06-2023	-	-
>NC_013748.1_81	eab43d54e03c4350f033070a9a47381c	169	MobiDBLite	mobidb-lite	consensus disorder prediction	1	25	-	T	21-06-2023	-	-
>NC_013748.1_81	eab43d54e03c4350f033070a9a47381c	169	MobiDBLite	mobidb-lite	consensus disorder prediction	1	46	-	T	21-06-2023	-	-
