	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	heme_regulatory_motif_count
AOLZ01000012.1_AOLZ01000012.1_154	AOLZ01000012.1	AOLZ01000012.1	154	141026	142882	1	C	K07219	putative molybdopterin biosynthesis protein								MoeA N-terminal region (domain I and II) [PF03453.20]; PBP superfamily domain [PF12727.10]; Probable molybdopterin binding domain [PF00994.27]; MoeA C-terminal region (domain IV) [PF03454.18]	0
AOLZ01000012.1_AOLZ01000012.1_155	AOLZ01000012.1	AOLZ01000012.1	155	142967	143617	1	D										HTH DNA binding domain [PF04967.15]; GAF and HTH_10 associated domain [PF15915.8]	0
AOLZ01000012.1_AOLZ01000012.1_156	AOLZ01000012.1	AOLZ01000012.1	156	143619	144263	-1	D										Haloacid dehalogenase-like hydrolase [PF13419.9]	0
AOLZ01000012.1_AOLZ01000012.1_157	AOLZ01000012.1	AOLZ01000012.1	157	144325	144756	-1	E											0
AOLZ01000012.1_AOLZ01000012.1_158	AOLZ01000012.1	AOLZ01000012.1	158	144858	145139	-1	C	K01724	4a-hydroxytetrahydrobiopterin dehydratase [EC:4.2.1.96]								Pterin 4 alpha carbinolamine dehydratase [PF01329.22]	0
AOLZ01000012.1_AOLZ01000012.1_159	AOLZ01000012.1	AOLZ01000012.1	159	145258	146679	-1	C	K02492	glutamyl-tRNA reductase [EC:1.2.1.70]								Glutamyl-tRNAGlu reductase, N-terminal domain [PF05201.18]; Shikimate / quinate 5-dehydrogenase [PF01488.23]; Glutamyl-tRNAGlu reductase, dimerisation domain [PF00745.23]	0
AOLZ01000012.1_AOLZ01000012.1_160	AOLZ01000012.1	AOLZ01000012.1	160	146676	147389	-1	C	K24866	precorrin-2 dehydrogenase [EC:1.3.1.76]								Putative NAD(P)-binding [PF13241.9]	0
AOLZ01000012.1_AOLZ01000012.1_161	AOLZ01000012.1	AOLZ01000012.1	161	147386	148471	-1	C	K22225	siroheme decarboxylase [EC:4.1.1.111]								AsnC-like ligand binding domain [PF17805.4]	0
AOLZ01000012.1_AOLZ01000012.1_162	AOLZ01000012.1	AOLZ01000012.1	162	148544	148948	-1	D										Family of unknown function (DUF5778) [PF19090.3]	0
AOLZ01000012.1_AOLZ01000012.1_163	AOLZ01000012.1	AOLZ01000012.1	163	149164	150108	1	C	K15888	tritrans,polycis-undecaprenyl-diphosphate synthase [geranylgeranyl-diphosphate specific] [EC:2.5.1.89]								Putative undecaprenyl diphosphate synthase [PF01255.22]	0
AOLZ01000012.1_AOLZ01000012.1_164	AOLZ01000012.1	AOLZ01000012.1	164	150183	151601	1	E											0
AOLZ01000012.1_AOLZ01000012.1_165	AOLZ01000012.1	AOLZ01000012.1	165	151902	152291	1	E											0
AOLZ01000012.1_AOLZ01000012.1_166	AOLZ01000012.1	AOLZ01000012.1	166	152296	153804	1	D										Oxidoreductase molybdopterin binding domain [PF00174.22]; Mo-co oxidoreductase dimerisation domain [PF03404.19]	0
AOLZ01000012.1_AOLZ01000012.1_167	AOLZ01000012.1	AOLZ01000012.1	167	153845	154117	1	D										Bacterial regulatory protein, arsR family [PF01022.23]; Helix-turn-helix domain [PF12840.10]	0
AOLZ01000012.1_AOLZ01000012.1_168	AOLZ01000012.1	AOLZ01000012.1	168	154118	154420	1	E											0
AOLZ01000012.1_AOLZ01000012.1_169	AOLZ01000012.1	AOLZ01000012.1	169	154465	155097	-1	D										Putative undecaprenyl diphosphate synthase [PF01255.22]	0
AOLZ01000012.1_AOLZ01000012.1_170	AOLZ01000012.1	AOLZ01000012.1	170	155285	156622	1	D										Integral membrane protein DUF92 [PF01940.19]	0
AOLZ01000012.1_AOLZ01000012.1_171	AOLZ01000012.1	AOLZ01000012.1	171	156719	156961	-1	E											0
AOLZ01000012.1_AOLZ01000012.1_172	AOLZ01000012.1	AOLZ01000012.1	172	157068	158552	-1	C	K02316	DNA primase [EC:2.7.7.101]								Toprim domain [PF13662.9]	0
AOLZ01000012.1_AOLZ01000012.1_173	AOLZ01000012.1	AOLZ01000012.1	173	158705	159631	-1	D										Helix-turn-helix domain [PF12840.10]; Bacterial regulatory protein, arsR family [PF01022.23]	0
AOLZ01000012.1_AOLZ01000012.1_174	AOLZ01000012.1	AOLZ01000012.1	174	159889	160122	1	D										Protein of unknown function (DUF3311) [PF11755.11]	0
AOLZ01000012.1_AOLZ01000012.1_175	AOLZ01000012.1	AOLZ01000012.1	175	160119	161672	1	C	K03307	solute:Na+ symporter, SSS family								Sodium:solute symporter family [PF00474.20]	0
AOLZ01000012.1_AOLZ01000012.1_176	AOLZ01000012.1	AOLZ01000012.1	176	161798	162493	1	E											0
AOLZ01000012.1_AOLZ01000012.1_177	AOLZ01000012.1	AOLZ01000012.1	177	162572	163510	1	D										Family of unknown function (DUF6293) [PF19810.2]	0
AOLZ01000012.1_AOLZ01000012.1_178	AOLZ01000012.1	AOLZ01000012.1	178	163520	164323	-1	D										Putative sensor [PF13796.9]	0
AOLZ01000012.1_AOLZ01000012.1_179	AOLZ01000012.1	AOLZ01000012.1	179	164468	165343	1	C	K01990	ABC-2 type transport system ATP-binding protein								ABC transporter [PF00005.30]	0
AOLZ01000012.1_AOLZ01000012.1_180	AOLZ01000012.1	AOLZ01000012.1	180	165345	166985	1	E											0
AOLZ01000012.1_AOLZ01000012.1_181	AOLZ01000012.1	AOLZ01000012.1	181	167109	167456	1	E											0
AOLZ01000012.1_AOLZ01000012.1_182	AOLZ01000012.1	AOLZ01000012.1	182	167453	167896	1	E											0
AOLZ01000012.1_AOLZ01000012.1_183	AOLZ01000012.1	AOLZ01000012.1	183	167883	168176	1	E											0
AOLZ01000012.1_AOLZ01000012.1_184	AOLZ01000012.1	AOLZ01000012.1	184	168256	168915	1	D										Putative sensor [PF13796.9]	0
AOLZ01000012.1_AOLZ01000012.1_185	AOLZ01000012.1	AOLZ01000012.1	185	168967	170019	-1	C	K23259	isopropanol dehydrogenase (NADP+) [EC:1.1.1.80]								Zinc-binding dehydrogenase [PF00107.29]; Alcohol dehydrogenase GroES-like domain [PF08240.15]; Zinc-binding dehydrogenase [PF13602.9]; Glucose dehydrogenase C-terminus [PF16912.8]	0
AOLZ01000012.1_AOLZ01000012.1_186	AOLZ01000012.1	AOLZ01000012.1	186	170116	170997	-1	C	K11621	lia operon protein LiaG									0
AOLZ01000012.1_AOLZ01000012.1_187	AOLZ01000012.1	AOLZ01000012.1	187	171083	173704	-1	C	K07003	uncharacterized protein								MMPL family [PF03176.18]; Patched family [PF02460.21]	0
AOLZ01000012.1_AOLZ01000012.1_188	AOLZ01000012.1	AOLZ01000012.1	188	173820	174506	1	E											0
AOLZ01000012.1_AOLZ01000012.1_189	AOLZ01000012.1	AOLZ01000012.1	189	174532	175326	-1	D			MER0196695	S33	MER0196695 - family S33 unassigned peptidases (Haloterrigena turkmenica) [S33.UPW]#S33#{peptidase unit: 23-249}~source ADB62008~	False	0.63	283.0	1.5640000000000002e-84	Serine aminopeptidase, S33 [PF12146.11]; Alpha/beta hydrolase family [PF12697.10]; alpha/beta hydrolase fold [PF00561.23]	0
AOLZ01000012.1_AOLZ01000012.1_190	AOLZ01000012.1	AOLZ01000012.1	190	175663	178344	1	C	K01873	valyl-tRNA synthetase [EC:6.1.1.9]								tRNA synthetases class I (I, L, M and V) [PF00133.25]; Anticodon-binding domain of tRNA ligase [PF08264.16]; tRNA synthetases class I (M) [PF09334.14]; Leucyl-tRNA synthetase, Domain 2 [PF13603.9]; tRNA synthetases class I (C) catalytic domain [PF01406.22]; tRNA synthetases class I (K) [PF01921.21]	0
AOLZ01000012.1_AOLZ01000012.1_191	AOLZ01000012.1	AOLZ01000012.1	191	178407	179435	-1	E											0
AOLZ01000012.1_AOLZ01000012.1_192	AOLZ01000012.1	AOLZ01000012.1	192	179527	179844	-1	E											0
AOLZ01000012.1_AOLZ01000012.1_193	AOLZ01000012.1	AOLZ01000012.1	193	179876	180322	1	E											0
AOLZ01000012.1_AOLZ01000012.1_194	AOLZ01000012.1	AOLZ01000012.1	194	180303	181085	-1	C	K25147	beta-exotoxin I transport system permease protein									0
AOLZ01000012.1_AOLZ01000012.1_195	AOLZ01000012.1	AOLZ01000012.1	195	181082	182065	-1	C	K25148	beta-exotoxin I transport system ATP-binding protein								ABC transporter [PF00005.30]	0
AOLZ01000012.1_AOLZ01000012.1_196	AOLZ01000012.1	AOLZ01000012.1	196	182545	183270	-1	E											0
AOLZ01000012.1_AOLZ01000012.1_197	AOLZ01000012.1	AOLZ01000012.1	197	183365	184072	-1	D										Protein of unknown function (DUF1405) [PF07187.14]	0
AOLZ01000012.1_AOLZ01000012.1_198	AOLZ01000012.1	AOLZ01000012.1	198	184318	185403	-1	D										PQQ-like domain [PF13360.9]	0
AOLZ01000012.1_AOLZ01000012.1_199	AOLZ01000012.1	AOLZ01000012.1	199	185607	186515	1	C	K06215	pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6]								SOR/SNZ family [PF01680.20]; Thiazole biosynthesis protein ThiG [PF05690.17]	0
AOLZ01000012.1_AOLZ01000012.1_200	AOLZ01000012.1	AOLZ01000012.1	200	186650	187786	1	C	K22227	AdoMet-dependent heme synthase [EC:1.3.98.6]								Radical SAM superfamily [PF04055.24]; 4Fe-4S single cluster domain [PF13353.9]; 4Fe-4S single cluster domain [PF13394.9]	0
AOLZ01000012.1_AOLZ01000012.1_201	AOLZ01000012.1	AOLZ01000012.1	201	187826	188176	-1	E											0
AOLZ01000012.1_AOLZ01000012.1_202	AOLZ01000012.1	AOLZ01000012.1	202	188213	189094	-1	C	K00872	homoserine kinase [EC:2.7.1.39]								GHMP kinases N terminal domain [PF00288.29]	0
AOLZ01000012.1_AOLZ01000012.1_203	AOLZ01000012.1	AOLZ01000012.1	203	189236	191971	-1	C	K03406	methyl-accepting chemotaxis protein								Methyl-accepting chemotaxis protein (MCP) signalling domain [PF00015.24]; HAMP domain [PF00672.28]	0
AOLZ01000012.1_AOLZ01000012.1_204	AOLZ01000012.1	AOLZ01000012.1	204	192220	193587	1	C	K01999	branched-chain amino acid transport system substrate-binding protein								Periplasmic binding protein [PF13458.9]; Periplasmic binding protein domain [PF13433.9]; Receptor family ligand binding region [PF01094.31]	0
AOLZ01000012.1_AOLZ01000012.1_205	AOLZ01000012.1	AOLZ01000012.1	205	193584	194186	-1	D										Family of unknown function (DUF6149) [PF19646.2]	0
AOLZ01000012.1_AOLZ01000012.1_206	AOLZ01000012.1	AOLZ01000012.1	206	194362	195597	1	D										Pyridine nucleotide-disulphide oxidoreductase [PF07992.17]; Rubredoxin NAD+ reductase C-terminal domain [PF18267.4]	0
AOLZ01000012.1_AOLZ01000012.1_207	AOLZ01000012.1	AOLZ01000012.1	207	195768	196097	-1	C	K03926	periplasmic divalent cation tolerance protein								CutA1 divalent ion tolerance protein [PF03091.18]	0
AOLZ01000012.1_AOLZ01000012.1_208	AOLZ01000012.1	AOLZ01000012.1	208	196195	196617	-1	C	K07090	uncharacterized protein								Universal stress protein family [PF00582.29]	0
AOLZ01000012.1_AOLZ01000012.1_209	AOLZ01000012.1	AOLZ01000012.1	209	196751	198121	1	D										Polysulphide reductase, NrfD [PF03916.17]	0
AOLZ01000012.1_AOLZ01000012.1_210	AOLZ01000012.1	AOLZ01000012.1	210	198147	198848	-1	D										Triosephosphate isomerase [PF00121.21]	0
AOLZ01000012.1_AOLZ01000012.1_211	AOLZ01000012.1	AOLZ01000012.1	211	198855	199004	-1	E											0
AOLZ01000012.1_AOLZ01000012.1_212	AOLZ01000012.1	AOLZ01000012.1	212	199117	199359	1	E											0
AOLZ01000012.1_AOLZ01000012.1_213	AOLZ01000012.1	AOLZ01000012.1	213	199434	200126	1	E											0
