orf#,start,end,strand,contig,id,annot,score,evalue,aln_length,interpro_annot,interpro_evalue,DRAM_kegg,DRAM_pdfam,nr_annotation,nr_bitscore
228,202154,203707,FALSE,CP058909.1,CP058909.1_228,"",,,,sulfatase_like,9.56145e-86,"","",sulfatase [Halosimplex pelagicum],1060
229,203893,204960,TRUE,CP058909.1,CP058909.1_229,"",,,,"Signal-peptide peptidase, presenilin aspartyl protease",1.6e-50,"","",presenilin family intramembrane aspartyl protease [Halosimplex pelagicum],662
230,205060,205434,FALSE,CP058909.1,CP058909.1_230,"",,,,Fe-S cluster assembly (FSCA) domain-like,2.09e-17,"","",NifU family protein [Halosimplex pelagicum],245
231,205504,205842,FALSE,CP058909.1,CP058909.1_231,"",,,,cupin_KdgF,1.10772e-33,"","",cupin domain-containing protein [Halosimplex pelagicum],229
232,206378,207592,FALSE,CP058909.1,CP058909.1_232,"",,,,MFS general substrate transporter,3.01e-45,"","",MFS transporter [Halosimplex pelagicum],743
233,207720,208526,FALSE,CP058909.1,CP058909.1_233,"",,,,"",,"","",,
234,208736,209317,TRUE,CP058909.1,CP058909.1_234,"",,,,Flavoproteins,6.52e-38,"","",NADPH-dependent FMN reductase [Halosimplex pelagicum],377
235,209314,210225,FALSE,CP058909.1,CP058909.1_235,"",,,,DHDPS-like,3.0303e-102,"","",dihydrodipicolinate synthase family protein [Halosimplex pelagicum],601
236,210310,211251,FALSE,CP058909.1,CP058909.1_236,"",,,,bac_FRK,3.47478e-69,"","",carbohydrate kinase [Halosimplex pelagicum],618
237,211334,213484,FALSE,CP058909.1,CP058909.1_237,"",,,,Periplasmic binding protein-like II,5.07e-23,"","",ABC transporter substrate-binding protein [Halosimplex litoreum],831
238,213990,214235,TRUE,CP058909.1,CP058909.1_238,"",,,,NAD(P)-binding Rossmann-fold domains,5.11e-13,"","",SDR family NAD(P)-dependent oxidoreductase [Halosimplex pelagicum],137
239,214181,214858,FALSE,CP058909.1,CP058909.1_239,"",,,,ADP-ribosylation,3.74e-46,"","",RNA 2'-phosphotransferase [Halosimplex pelagicum],447
240,215011,215181,TRUE,CP058909.1,CP058909.1_240,"",,,,Family of unknown function (DUF5786),4.3e-21,"","",,
241,215256,215594,FALSE,CP058909.1,CP058909.1_241,"",,,,Quaternary ammonium compound resistance transporter SugE,2.6e-31,"","",multidrug efflux SMR transporter [Halosimplex pelagicum],205
242,215696,216514,TRUE,CP058909.1,CP058909.1_242,"",,,,HTH-TYPE TRANSCRIPTIONAL REGULATOR TRMBL2,2.8e-45,"","",TrmB family transcriptional regulator [Halosimplex pelagicum],522
243,216595,217332,TRUE,CP058909.1,CP058909.1_243,"",,,,Acyl-CoA N-acyltransferases (Nat),6.69e-28,"","",helix-turn-helix domain-containing GNAT family N-acetyltransferase [Halosimplex pelagicum],488
244,217360,217812,FALSE,CP058909.1,CP058909.1_244,"",,,,"",,"","",,
245,217949,218305,TRUE,CP058909.1,CP058909.1_245,"",,,,"",,"","",,
246,218322,220220,TRUE,CP058909.1,CP058909.1_246,"",,,,ARM repeat,1.54e-14,"","",,
247,220320,221156,FALSE,CP058909.1,CP058909.1_247,"",,,,QPRTase,1.56647e-120,"","",carboxylating nicotinate-nucleotide diphosphorylase [Halosimplex pelagicum],519
248,221175,222740,FALSE,CP058909.1,CP058909.1_248,"",,,,L-ASPARTATE OXIDASE,1.9e-122,"","",FAD-dependent oxidoreductase [Halosimplex pelagicum],1011
249,222743,223867,FALSE,CP058909.1,CP058909.1_249,"",,,,Quinolinate synthetase A protein,1.6e-102,"","",quinolinate synthase NadA [Halosimplex pelagicum],749
250,224244,226394,TRUE,CP058909.1,CP058909.1_250,"",,,,Quinoprotein alcohol dehydrogenase-like,1.33e-42,"","",,
251,226489,227154,TRUE,CP058909.1,CP058909.1_251,"",,,,Family of unknown function (DUF6498),1.7e-37,"","",DUF6498-containing protein [Halosimplex pelagicum],432
252,227283,227528,FALSE,CP058909.1,CP058909.1_252,"",,,,4Fe-4S single cluster domain,3.9e-22,"","",ferredoxin [Halosimplex pelagicum],156
253,227634,228566,TRUE,CP058909.1,CP058909.1_253,"",,,,Protein kinase-like (PK-like),1.12e-26,"","",aminoglycoside phosphotransferase family protein [Halosimplex pelagicum],613
254,229083,230354,FALSE,CP058909.1,CP058909.1_254,"",,,,RNA-guided endonuclease TnpB family protein,2.3e-56,"","",RNA-guided endonuclease TnpB family protein [Halosimplex pelagicum],868
255,230520,230927,TRUE,CP058909.1,CP058909.1_255,"",,,,Peptide methionine sulfoxide reductase.,8.2e-59,"","",peptide-methionine (R)-S-oxide reductase MsrB [Halosimplex pelagicum],287
256,231037,231819,TRUE,CP058909.1,CP058909.1_256,"",,,,"",,"","",,
257,231829,232068,FALSE,CP058909.1,CP058909.1_257,"",,,,Thioredoxin-like,9.41e-21,"","",MULTISPECIES: glutathione S-transferase N-terminal domain-containing protein [Halosimplex],162
258,232107,233195,FALSE,CP058909.1,CP058909.1_258,"",,,,TWO-COMPONENT HISTIDINE KINASE,1.5e-40,"","",PAS domain-containing sensor histidine kinase [Halosimplex pelagicum],692
259,233290,234336,FALSE,CP058909.1,CP058909.1_259,"",,,,DNA repair and recombination protein RadA,0,"","",DNA repair and recombination protein RadA [Halosimplex pelagicum],672
260,234507,234962,FALSE,CP058909.1,CP058909.1_260,"",,,,"",,"","",,
261,234959,235564,FALSE,CP058909.1,CP058909.1_261,"",,,,"",,"","",,
262,235629,236075,FALSE,CP058909.1,CP058909.1_262,"",,,,"",,"","",,
263,236137,236943,FALSE,CP058909.1,CP058909.1_263,"",,,,NAD(P)-linked oxidoreductase,1.15e-88,"","",aldo/keto reductase [Halosimplex pelagicum],544
264,237002,237877,FALSE,CP058909.1,CP058909.1_264,"",,,,M48B_HtpX_like,8.69826e-53,"","",M48 family metalloprotease [Halosimplex pelagicum],536
265,237933,238814,FALSE,CP058909.1,CP058909.1_265,"",,,,M48B_HtpX_like,4.85787e-98,"","",zinc metalloprotease HtpX [Halosimplex pelagicum],555
266,238947,239654,FALSE,CP058909.1,CP058909.1_266,"",,,,Metallo-dependent phosphatases,2.49e-58,"","",YfcE family phosphodiesterase [Halosimplex pelagicum],482
267,239731,240351,FALSE,CP058909.1,CP058909.1_267,"",,,,IMP_cclhdr_arch,7.6e-71,"","",IMP cyclohydrolase [Halosimplex pelagicum],405
268,240465,241184,TRUE,CP058909.1,CP058909.1_268,"",,,,"",,"","",,
269,241554,242696,FALSE,CP058909.1,CP058909.1_269,"",,,,NAD(P)-binding Rossmann-fold domains,6.3e-45,"","",Gfo/Idh/MocA family oxidoreductase [Halosimplex pelagicum],744
270,242812,243606,FALSE,CP058909.1,CP058909.1_270,"",,,,"",,"","",,
271,243867,244211,FALSE,CP058909.1,CP058909.1_271,"",,,,"",,"","",,
272,244328,245365,FALSE,CP058909.1,CP058909.1_272,"",,,,Uncharacterised Radical SAM Subgroup 21,0,"","",radical SAM protein [Halosimplex pelagicum],707
273,245564,246745,TRUE,CP058909.1,CP058909.1_273,"",,,,MFS general substrate transporter,4.19e-51,"","",MFS transporter [Halosimplex pelagicum],713
274,246830,247915,TRUE,CP058909.1,CP058909.1_274,"",,,,Domain of unknown function (DUF373),3e-114,"","",DUF373 family protein [Halosimplex pelagicum],686
275,247955,249109,FALSE,CP058909.1,CP058909.1_275,"",,,,"",,"","",,
276,249180,249533,FALSE,CP058909.1,CP058909.1_276,"",,,,"",,"","",,
277,249761,253888,TRUE,CP058909.1,CP058909.1_277,"",,,,DIGUANYLATE CYCLASE DGCP,2.1e-30,"","",PAS/PAC sensor signal transduction histidine kinase [Halosimplex carlsbadense 2-9-1],1904
278,253952,256309,TRUE,CP058909.1,CP058909.1_278,"",,,,E3 UBIQUITIN-PROTEIN LIGASE NHLRC1-RELATED,3e-26,"","",,
279,256438,257715,FALSE,CP058909.1,CP058909.1_279,"",,,,ISOCITRATE DEHYDROGENASE [NADP],0,"","",NADP-dependent isocitrate dehydrogenase [Halosimplex pelagicum],834
280,257921,259987,TRUE,CP058909.1,CP058909.1_280,"",,,,TWO-COMPONENT HISTIDINE KINASE,2.4e-17,"","",PAS domain-containing protein [Halosimplex pelagicum],1378
281,260493,261440,TRUE,CP058909.1,CP058909.1_281,"",,,,N-terminal nucleophile aminohydrolases (Ntn hydrolases),8.75e-61,"","",isoaspartyl peptidase/L-asparaginase [Halosimplex pelagicum],577
282,261461,261814,FALSE,CP058909.1,CP058909.1_282,"",,,,"",,"","",,
283,261811,262239,FALSE,CP058909.1,CP058909.1_283,"",,,,"""""""""Winged helix"""""""" DNA-binding domain",9.54e-12,"","",winged helix-turn-helix domain-containing protein [Halosimplex pelagicum],213
284,262243,262581,FALSE,CP058909.1,CP058909.1_284,"",,,,"",,"","",DUF3784 domain-containing protein [Halosimplex pelagicum],203
285,262634,263686,TRUE,CP058909.1,CP058909.1_285,"",,,,type II methionyl aminopeptidase,5.8e-98,"","",type II methionyl aminopeptidase [Halosimplex pelagicum],582
286,263696,264094,TRUE,CP058909.1,CP058909.1_286,"",,,,HUPs,9.6e-12,"","",universal stress protein [Halosimplex pelagicum],248
287,264140,265009,TRUE,CP058909.1,CP058909.1_287,"",,,,NAD(P)-binding Rossmann-fold domains,1.5e-56,"","",NAD(P)-dependent oxidoreductase [Halosimplex pelagicum],588
288,265184,266278,TRUE,CP058909.1,CP058909.1_288,"",,,,Phosphatidylinositol (PI) phosphodiesterase,5.7e-47,"","",glycerophosphodiester phosphodiesterase [Halosimplex sp. XZYJT29],574
289,266375,266632,FALSE,CP058909.1,CP058909.1_289,"",,,,"",,"","",,
290,266730,267185,TRUE,CP058909.1,CP058909.1_290,"",,,,Acyl-CoA N-acyltransferases (Nat),3.6e-19,"","",GNAT family N-acetyltransferase [Halosimplex pelagicum],314
291,267186,267377,FALSE,CP058909.1,CP058909.1_291,"",,,,"",,"","",,
292,267484,268041,TRUE,CP058909.1,CP058909.1_292,"",,,,HIT FAMILY HYDROLASE,2.3e-56,"","",HIT domain-containing protein [Halosimplex pelagicum],389
293,268094,269032,TRUE,CP058909.1,CP058909.1_293,"",,,,MITOCHONDRIAL METAL TRANSPORTER 1-RELATED,5.4e-62,"","",cation diffusion facilitator family transporter [Halosimplex pelagicum],587
294,269084,270532,TRUE,CP058909.1,CP058909.1_294,"",,,,Retinal pigment epithelial membrane protein,4.8e-111,"","",carotenoid oxygenase family protein [Halosimplex pelagicum],981
295,270636,272291,TRUE,CP058909.1,CP058909.1_295,"",,,,Hvo_1808 family surface protein,0,"","",Hvo_1808 family surface protein [Halorussus sp. XZYJT40],485
296,272397,274328,FALSE,CP058909.1,CP058909.1_296,"",,,,BASIC AMINO ACID ANTIPORTER YFCC-RELATED,9.9e-132,"","",SLC13 family permease [Halosimplex pelagicum],1135
297,274469,275260,FALSE,CP058909.1,CP058909.1_297,"",,,,alpha/beta hydrolase,2.8e-64,"","",alpha/beta hydrolase [Halosimplex pelagicum],523
298,275331,276587,FALSE,CP058909.1,CP058909.1_298,"",,,,tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase,0,"","",tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase [Halosimplex pelagicum],842
299,277082,277768,FALSE,CP058909.1,CP058909.1_299,"",,,,DeoC_2,3.4e-66,"","",deoxyribose-phosphate aldolase [Halosimplex pelagicum],439
300,277931,278773,TRUE,CP058909.1,CP058909.1_300,"",,,,"HYPOTHETICAL MEMBRANE PROTEIN, CONSERVED, DUF63 FAMILY",2.7e-35,"","",DUF63 family protein [Halosimplex pelagicum],532
301,279083,279808,TRUE,CP058909.1,CP058909.1_301,"",,,,UP_EcUdp-like,5.39223e-107,"","",nucleoside phosphorylase [Halosimplex pelagicum],470
302,279901,281454,TRUE,CP058909.1,CP058909.1_302,"",,,,HPP family,8.8e-14,"","",HPP family protein [Halosimplex pelagicum],933
303,281479,282678,FALSE,CP058909.1,CP058909.1_303,"",,,,POTASSIUM CHANNEL PROTEIN 2-RELATED-RELATED,4.6e-48,"","",NAD-binding protein [Halosimplex pelagicum],744
304,282836,284083,TRUE,CP058909.1,CP058909.1_304,"",,,,TrkA-C domain,5.2e-15,"","",TrkA C-terminal domain-containing protein [Halosimplex litoreum],691
305,284080,286023,TRUE,CP058909.1,CP058909.1_305,"",,,,TrkA C-terminal domain-like,2.75e-07,"","",TrkA C-terminal domain-containing protein [Halosimplex rubrum],890
306,286093,286368,TRUE,CP058909.1,CP058909.1_306,"",,,,Ubl_SAMP1_like,3.72869e-24,"","",MoaD/ThiS family protein [Halosimplex pelagicum],186
307,286399,286653,FALSE,CP058909.1,CP058909.1_307,"",,,,"",,"","",,
308,286844,289618,FALSE,CP058909.1,CP058909.1_308,"",,,,alanine--tRNA ligase,0,"","",alanine--tRNA ligase [Halosimplex pelagicum],1822
309,289764,290285,TRUE,CP058909.1,CP058909.1_309,"",,,,"",,"","",,
310,290319,291767,FALSE,CP058909.1,CP058909.1_310,"",,,,Domain of unknown function (DUF4382),4.7e-28,"","",,
311,291799,292743,TRUE,CP058909.1,CP058909.1_311,"",,,,ribonuclease Z,1.3e-102,"","",ribonuclease Z [Halosimplex pelagicum],633
312,292911,293057,FALSE,CP058909.1,CP058909.1_312,"",,,,"",,"","",,
313,293131,294279,FALSE,CP058909.1,CP058909.1_313,"",,,,Domain of unknown function (DUF373),4.8e-102,"","",DUF373 family protein [Halosimplex pelagicum],718
314,294415,295443,FALSE,CP058909.1,CP058909.1_314,"",,,,S49_Sppa_N_C,5.60579e-69,"","",signal peptide peptidase SppA [Halosimplex pelagicum],640
315,295527,296309,FALSE,CP058909.1,CP058909.1_315,"",,,,Metallo-hydrolase/oxidoreductase,1.9e-31,"","",MBL fold metallo-hydrolase [Halosimplex pelagicum],533
316,296427,297833,FALSE,CP058909.1,CP058909.1_316,"",,,,SIGNAL RECOGNITION PARTICLE 54K PROTEIN SRP54,0,"","",signal recognition particle protein Srp54 [Halosimplex pelagicum],855
317,297892,298971,FALSE,CP058909.1,CP058909.1_317,"",,,,Periplasmic binding protein-like II,2.57e-17,"","",substrate-binding domain-containing protein [Halorubrum rubrum],132
318,299142,300449,TRUE,CP058909.1,CP058909.1_318,"",,,,UNCHARACTERIZED,3.8e-49,"","",TrkA C-terminal domain-containing protein [Halosimplex pelagicum],795
319,300452,301012,TRUE,CP058909.1,CP058909.1_319,"",,,,"SLC41 divalent cation transporters, integral membrane domain",8.9e-32,"","",magnesium transporter [Halosimplex pelagicum],320
320,301009,301578,TRUE,CP058909.1,CP058909.1_320,"",,,,"SLC41 divalent cation transporters, integral membrane domain",1.1e-29,"","",magnesium transporter [Halosimplex pelagicum],312
321,302008,302229,TRUE,CP058909.1,CP058909.1_321,"",,,,"",,"","",,
322,302267,303229,FALSE,CP058909.1,CP058909.1_322,"",,,,Luciferase-like monooxygenase,1.7e-63,"","","5,10-methylenetetrahydromethanopterin reductase [Halosimplex halophilum]",535
323,303226,304002,FALSE,CP058909.1,CP058909.1_323,"",,,,coenzyme F420-0:L-glutamate ligase,1.1e-85,"","",coenzyme F420-0:L-glutamate ligase [Halosimplex pelagicum],501
324,304117,304932,TRUE,CP058909.1,CP058909.1_324,"",,,,Carbohydrate phosphatase,1.24e-33,"","",inositol monophosphatase family protein [Halosimplex pelagicum],528
325,304963,305451,FALSE,CP058909.1,CP058909.1_325,"",,,,Metallo-dependent phosphatases,1.43e-32,"","",metallophosphoesterase family protein [Halosimplex pelagicum],317
326,305582,306916,TRUE,CP058909.1,CP058909.1_326,"",,,,NagB/RpiA/CoA transferase-like,2.85e-48,"","",NUDIX domain-containing protein [Halosimplex pelagicum],827
327,307001,307312,TRUE,CP058909.1,CP058909.1_327,"",,,,"",,"","",,
328,307325,308071,FALSE,CP058909.1,CP058909.1_328,"",,,,UPF0173 METAL-DEPENDENT HYDROLASE MJ1163-RELATED,6.5e-34,"","",MBL fold metallo-hydrolase [Halosimplex pelagicum],517
329,308334,308705,FALSE,CP058909.1,CP058909.1_329,"",,,,Rhodanese/Cell cycle control phosphatase,3.27e-21,"","",rhodanese-like domain-containing protein [Halosimplex pelagicum],249
330,308775,309374,FALSE,CP058909.1,CP058909.1_330,"",,,,Nucleoside Triphosphate Pyrophosphohydrolase,2.1e-42,"","",NUDIX hydrolase [Halosimplex pelagicum],412
331,309371,309910,FALSE,CP058909.1,CP058909.1_331,"",,,,Nucleoside Triphosphate Pyrophosphohydrolase,4.7e-36,"","",NUDIX hydrolase [Halosimplex pelagicum],367
332,309907,310326,FALSE,CP058909.1,CP058909.1_332,"",,,,"",,"","",,
333,310403,310897,FALSE,CP058909.1,CP058909.1_333,"",,,,Family of unknown function (DUF5809),1.3e-61,"","",,
334,310922,311434,FALSE,CP058909.1,CP058909.1_334,"",,,,Family of unknown function (DUF5810),2.4e-34,"","",DUF5810 domain-containing protein [Halosimplex pelagicum],310
335,311587,312156,TRUE,CP058909.1,CP058909.1_335,"",,,,"LexA-binding, inner membrane-associated putative hydrolase",2.2e-10,"","",metal-dependent hydrolase [Halosimplex pelagicum],375
336,312169,312834,TRUE,CP058909.1,CP058909.1_336,"",,,,Uracil-DNA glycosylase-like,7.19e-31,"","",uracil-DNA glycosylase family protein [Halosimplex pelagicum],449
337,312814,314406,FALSE,CP058909.1,CP058909.1_337,"",,,,TWO-COMPONENT HISTIDINE KINASE,2.2e-52,"","",HAMP domain-containing sensor histidine kinase [Halosimplex pelagicum],1043
338,314525,315046,TRUE,CP058909.1,CP058909.1_338,"",,,,Domain of unknown function (DUF5817),1.2e-25,"","",DUF5817 domain-containing protein [Halosimplex pelagicum],323
339,315043,315426,FALSE,CP058909.1,CP058909.1_339,"",,,,"",,"","",,
340,315532,315732,FALSE,CP058909.1,CP058909.1_340,"",,,,"",,"","",,
341,315902,317164,FALSE,CP058909.1,CP058909.1_341,"",,,,HMG-CoA_reductase_classI,0,"","",hydroxymethylglutaryl-CoA reductase (NADPH) [Halosimplex pelagicum],775
342,317264,317719,TRUE,CP058909.1,CP058909.1_342,"",,,,Family of unknown function (DUF6653),6.7e-16,"","",,
343,317874,319451,TRUE,CP058909.1,CP058909.1_343,"",,,,YtcJ_like,0,"","",amidohydrolase [Halosimplex pelagicum],1015
344,319545,322979,TRUE,CP058909.1,CP058909.1_344,"",,,,TITIN,3e-24,"","",fibronectin type III domain-containing protein [Halosimplex pelagicum],2055
345,323044,324510,TRUE,CP058909.1,CP058909.1_345,"",,,,MULTIDRUG RESISTANCE PROTEIN NORM-RELATED,9.9e-109,"","",MATE family efflux transporter [Halosimplex pelagicum],897
346,324561,326150,FALSE,CP058909.1,CP058909.1_346,"",,,,ENDOGLUCANASE,2.8e-14,"","",,
347,326174,326341,TRUE,CP058909.1,CP058909.1_347,"",,,,"",,"","",,
348,326371,327900,FALSE,CP058909.1,CP058909.1_348,"",,,,ENDOGLUCANASE,1.6e-14,"","",PGF-CTERM sorting domain-containing protein [Halosimplex halophilum],787
349,328118,328903,TRUE,CP058909.1,CP058909.1_349,"",,,,"",,"","",,
350,329162,330226,FALSE,CP058909.1,CP058909.1_350,"",,,,AKR_AKR11C1,2.86079e-79,"","",aldo/keto reductase [Halosimplex pelagicum],721
351,330302,330556,FALSE,CP058909.1,CP058909.1_351,"",,,,"",,"","",,
352,330728,331696,FALSE,CP058909.1,CP058909.1_352,"",,,,Protein kinase-like (PK-like),6.56e-28,"","",aminoglycoside phosphotransferase family protein [Halosimplex pelagicum],643
353,331766,334012,FALSE,CP058909.1,CP058909.1_353,"",,,,alpha/beta-Hydrolases,1.65e-50,"","",CocE/NonD family hydrolase [Halosimplex pelagicum],1391
354,334121,335200,FALSE,CP058909.1,CP058909.1_354,"",,,,MEMBRANE-ASSOCIATED PROTEASE-RELATED,3.2e-41,"","",type II CAAX endopeptidase family protein [Halosimplex pelagicum],674
355,335323,336237,TRUE,CP058909.1,CP058909.1_355,"",,,,Hexapeptide repeat proteins,1e-32,"","",acyltransferase [Halosimplex pelagicum],592
356,336259,337113,FALSE,CP058909.1,CP058909.1_356,"",,,,Putative adhesin,1.7e-14,"","",,
357,337308,337601,TRUE,CP058909.1,CP058909.1_357,"",,,,"",,"","",,
358,337729,338415,TRUE,CP058909.1,CP058909.1_358,"",,,,UPF0273 PROTEIN TM_0370,3.9e-42,"","",ATPase domain-containing protein [Halosimplex pelagicum],456
359,338419,338829,TRUE,CP058909.1,CP058909.1_359,"",,,,"",,"","",,
360,338908,339720,TRUE,CP058909.1,CP058909.1_360,"",,,,PHP domain-like,1.96e-30,"","",PHP domain-containing protein [Halosimplex pelagicum],536
361,339830,339994,TRUE,CP058909.1,CP058909.1_361,"",,,,Family of unknown function (DUF6757),2.5e-31,"","",,
362,340170,340637,TRUE,CP058909.1,CP058909.1_362,"",,,,Jelly Rolls,2.8e-25,"","",cupin domain-containing protein [Halosimplex pelagicum],321
363,340659,341183,FALSE,CP058909.1,CP058909.1_363,"",,,,"",,"","",,
364,341250,342419,FALSE,CP058909.1,CP058909.1_364,"",,,,"GLUTARYL-COA DEHYDROGENASE, MITOCHONDRIAL",0,"","",acyl-CoA dehydrogenase family protein [Halosimplex pelagicum],771
365,342483,343217,FALSE,CP058909.1,CP058909.1_365,"",,,,GATase1_1,8.16437e-53,"","",type 1 glutamine amidotransferase [Halosimplex pelagicum],489
366,343803,344393,FALSE,CP058909.1,CP058909.1_366,"",,,,TM2 domain,3e-18,"","",NINE protein [Halosimplex rubrum],191
367,344462,345268,FALSE,CP058909.1,CP058909.1_367,"",,,,alpha/beta hydrolase,2.9e-47,"","",alpha/beta hydrolase [Halosimplex pelagicum],537
368,345265,345723,FALSE,CP058909.1,CP058909.1_368,"",,,,"",,"","",,
369,346069,346398,TRUE,CP058909.1,CP058909.1_369,"",,,,"",,"","",,
370,346500,346913,TRUE,CP058909.1,CP058909.1_370,"",,,,"",,"","",,
371,346982,347176,FALSE,CP058909.1,CP058909.1_371,"",,,,"",,"","",,
372,347179,348945,FALSE,CP058909.1,CP058909.1_372,"",,,,"FERREDOXIN--NITRITE REDUCTASE, CHLOROPLASTIC",0,"","",ferredoxin--nitrite reductase [Halosimplex pelagicum],1198
373,349155,349724,FALSE,CP058909.1,CP058909.1_373,"",,,,Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A,5.5e-23,"","",NTP transferase domain-containing protein [Halosimplex pelagicum],369
374,349726,351048,FALSE,CP058909.1,CP058909.1_374,"",,,,HIGH-AFFINITY NITRATE TRANSPORTER 2.3,7.5e-48,"","",MFS transporter [Halosimplex pelagicum],842
375,351039,351146,FALSE,CP058909.1,CP058909.1_375,"",,,,"",,"","",,
376,351480,353609,FALSE,CP058909.1,CP058909.1_376,"",,,,RESPIRATORY NITRATE REDUCTASE,0,"","",molybdopterin oxidoreductase family protein [Halosimplex pelagicum],1409
377,353931,354683,FALSE,CP058909.1,CP058909.1_377,"",,,,P-loop containing nucleoside triphosphate hydrolases,4.48e-20,"","",AAA family ATPase [Halosimplex pelagicum],451
378,354767,355195,FALSE,CP058909.1,CP058909.1_378,"",,,,HINT_subgroup,2.7423e-47,"","",HIT family protein [Halosimplex pelagicum],288
379,355733,355975,FALSE,CP058909.1,CP058909.1_379,"",,,,"",,"","",,
380,356045,356695,TRUE,CP058909.1,CP058909.1_380,"",,,,Bacterial PH domain,7.9e-14,"","",PH domain-containing protein [Halosimplex pelagicum],399
381,356692,357423,TRUE,CP058909.1,CP058909.1_381,"",,,,Bacterial PH domain,2.2e-16,"","",PH domain-containing protein [Halosimplex pelagicum],441
382,357456,357692,FALSE,CP058909.1,CP058909.1_382,"",,,,"",,"","",,
383,357893,358831,FALSE,CP058909.1,CP058909.1_383,"",,,,branched-chain-amino-acid transaminase,0,"","",branched-chain amino acid transaminase [Halosimplex pelagicum],643
384,359185,359670,TRUE,CP058909.1,CP058909.1_384,"",,,,Protein of unknown function (DUF3592),4.2e-19,"","",DUF3592 domain-containing protein [Halosimplex pelagicum],312
385,359784,362162,TRUE,CP058909.1,CP058909.1_385,"",,,,TWO-COMPONENT HISTIDINE KINASE,2.6e-55,"","",PAS domain S-box protein [Halosimplex pelagicum],1481
386,362169,362597,FALSE,CP058909.1,CP058909.1_386,"",,,,Cupredoxins,1.52e-22,"","",plastocyanin/azurin family copper-binding protein [Halosimplex pelagicum],288
387,362663,363337,FALSE,CP058909.1,CP058909.1_387,"",,,,DHBP synthase,2.4e-64,"","","3,4-dihydroxy-2-butanone-4-phosphate synthase [Halosimplex pelagicum]",427
388,363339,364082,FALSE,CP058909.1,CP058909.1_388,"",,,,RIBOFLAVIN KINASE,1.5e-67,"","",DUF120 domain-containing protein [Halosimplex pelagicum],477
389,364241,365833,FALSE,CP058909.1,CP058909.1_389,"",,,,MA_2,1.2e-86,"","",methyl-accepting chemotaxis protein [Halosimplex pelagicum],526
390,365826,366182,FALSE,CP058909.1,CP058909.1_390,"",,,,"",,"","",,
391,366973,367605,TRUE,CP058909.1,CP058909.1_391,"",,,,Yip1 domain,1.7e-11,"","",YIP1 family protein [Halosimplex pelagicum],402
392,367754,367948,TRUE,CP058909.1,CP058909.1_392,"",,,,"",,"","",,
393,368007,370475,FALSE,CP058909.1,CP058909.1_393,"",,,,TRANSPORT ATP-BINDING PROTEIN,0,"","",ABC transporter ATP-binding protein [Halosimplex pelagicum],1607
394,370816,371913,FALSE,CP058909.1,CP058909.1_394,"",,,,"OLIGO/DIPEPTIDE TRANSPORT, PERMEASE PROTEIN (DPPC-2)",1.5e-55,"","",ABC transporter permease [Halosimplex pelagicum],699
395,371900,372895,FALSE,CP058909.1,CP058909.1_395,"",,,,OLIGOPEPTIDE TRANSPORT SYSTEM PERMEASE PROTEIN,6.3e-83,"","",ABC transporter permease [Halosimplex pelagicum],636
396,373085,375058,FALSE,CP058909.1,CP058909.1_396,"",,,,Periplasmic binding protein-like II,7.96e-40,"","",,
397,375228,375461,FALSE,CP058909.1,CP058909.1_397,"",,,,"",,"","",,
398,376192,377412,FALSE,CP058909.1,CP058909.1_398,"",,,,NAD(P)-binding Rossmann-fold domains,7.75e-26,"","",Gfo/Idh/MocA family oxidoreductase [Halosimplex pelagicum],821
399,377506,378288,FALSE,CP058909.1,CP058909.1_399,"",,,,IMPase,4.69051e-79,"","",inositol monophosphatase family protein [Halosimplex pelagicum],516
400,378570,379658,TRUE,CP058909.1,CP058909.1_400,"",,,,Endonuclease/exonuclease/phosphatase,7.4e-29,"","",endonuclease/exonuclease/phosphatase [Halosimplex pelagicum],726
401,379838,380617,TRUE,CP058909.1,CP058909.1_401,"",,,,IMPase,4.33718e-71,"","",inositol monophosphatase family protein [Halosimplex pelagicum],507
402,380775,382154,TRUE,CP058909.1,CP058909.1_402,"",,,,BNR repeat-containing family member,6.8e-21,"","",BNR-4 repeat-containing protein [Halosimplex pelagicum],957
403,382302,383285,FALSE,CP058909.1,CP058909.1_403,"",,,,Radical SAM,0,"","",4-demethylwyosine synthase TYW1 [Halosimplex pelagicum],686
404,383423,383635,TRUE,CP058909.1,CP058909.1_404,"",,,,"",,"","",ATP-binding protein [Halosimplex carlsbadense],136
405,383760,384497,FALSE,CP058909.1,CP058909.1_405,"",,,,"",,"","",,
406,384505,385638,FALSE,CP058909.1,CP058909.1_406,"",,,,"",,"","",,
407,386162,387481,FALSE,CP058909.1,CP058909.1_407,"",,,,GH4_alpha_glucosidase_galactosidase,0,"","",alpha-galactosidase [Halosimplex pelagicum],879
408,387620,388927,FALSE,CP058909.1,CP058909.1_408,"",,,,CELL SURFACE PROTEIN,2.2e-21,"","",PQQ-binding-like beta-propeller repeat protein [Halosimplex pelagicum],877
409,388920,390092,FALSE,CP058909.1,CP058909.1_409,"",,,,Quinoprotein alcohol dehydrogenase-like,6.02e-23,"","",,
