orf#	start	end	strand	contig	id	annot	score	evalue	aln_length	interpro_annot	interpro_evalue
139	100897	101271	TRUE	NZ_CP100004.1	NZ_CP100004.1_139	""					
140	101268	101405	TRUE	NZ_CP100004.1	NZ_CP100004.1_140	""					
141	101723	103324	TRUE	NZ_CP100004.1	NZ_CP100004.1_141	""				Peptidase S8/S53 domain	3.2e-57
142	103329	104093	TRUE	NZ_CP100004.1	NZ_CP100004.1_142	ORF8.faa	143	8.6e-44	242		
143	104103	108047	TRUE	NZ_CP100004.1	NZ_CP100004.1_143	ORF6.faa	1166.4	0	1169	Quinoprotein alcohol dehydrogenase-like	3.34e-17
144	108225	109211	TRUE	NZ_CP100004.1	NZ_CP100004.1_144	ORF10.faa	267.1	2.3e-81	326		
145	109215	109475	TRUE	NZ_CP100004.1	NZ_CP100004.1_145	""					
146	109566	110207	TRUE	NZ_CP100004.1	NZ_CP100004.1_146	""					
147	110204	110461	TRUE	NZ_CP100004.1	NZ_CP100004.1_147	""					
148	110461	110994	TRUE	NZ_CP100004.1	NZ_CP100004.1_148	""					
149	110997	111314	TRUE	NZ_CP100004.1	NZ_CP100004.1_149	""					
150	111347	112243	TRUE	NZ_CP100004.1	NZ_CP100004.1_150	ORF17.faa	390.9	3.3e-119	284		
151	112240	112491	TRUE	NZ_CP100004.1	NZ_CP100004.1_151	""					
152	112492	112779	TRUE	NZ_CP100004.1	NZ_CP100004.1_152	""					
153	112903	114078	TRUE	NZ_CP100004.1	NZ_CP100004.1_153	""					
154	114068	114343	TRUE	NZ_CP100004.1	NZ_CP100004.1_154	""					
155	114340	114948	TRUE	NZ_CP100004.1	NZ_CP100004.1_155	ORF21.faa	200	3e-61	188		
156	114941	115969	TRUE	NZ_CP100004.1	NZ_CP100004.1_156	""					
157	115966	117216	TRUE	NZ_CP100004.1	NZ_CP100004.1_157	ORF23.faa	530.8	2.1e-161	408		
158	117216	117509	TRUE	NZ_CP100004.1	NZ_CP100004.1_158	""					
159	117509	119005	TRUE	NZ_CP100004.1	NZ_CP100004.1_159	ORF24.faa	589.2	5.6e-179	504		
160	119097	119297	FALSE	NZ_CP100004.1	NZ_CP100004.1_160	""					
161	119406	119735	TRUE	NZ_CP100004.1	NZ_CP100004.1_161	""					
162	119897	122275	TRUE	NZ_CP100004.1	NZ_CP100004.1_162	""					
163	122293	123267	TRUE	NZ_CP100004.1	NZ_CP100004.1_163	""				Nucleic acid-binding proteins	4.11e-39
164	123269	123922	FALSE	NZ_CP100004.1	NZ_CP100004.1_164	""				Ribonuclease H-like	6.17e-12
25	15739	16260	FALSE	NZ_CP101158.1	NZ_CP101158.1_25	""					
26	16495	17193	FALSE	NZ_CP101158.1	NZ_CP101158.1_26	""				FLAGELLIN B1	4e-36
27	17330	17494	TRUE	NZ_CP101158.1	NZ_CP101158.1_27	""					
28	18099	19160	FALSE	NZ_CP101158.1	NZ_CP101158.1_28	""				Domain of unknown function (DUF4352)	8.3e-20
29	19206	19397	FALSE	NZ_CP101158.1	NZ_CP101158.1_29	""					
30	19425	22673	FALSE	NZ_CP101158.1	NZ_CP101158.1_30	ORF6.faa	923.8	1.6e-279	150	YWTD domain	4.71e-12
31	22817	23362	FALSE	NZ_CP101158.1	NZ_CP101158.1_31	""				RmlC-like cupins	1.12e-14
32	23644	23874	TRUE	NZ_CP101158.1	NZ_CP101158.1_32	""					
33	24004	24144	FALSE	NZ_CP101158.1	NZ_CP101158.1_33	""					
34	24306	24782	FALSE	NZ_CP101158.1	NZ_CP101158.1_34	""					
35	24889	25206	FALSE	NZ_CP101158.1	NZ_CP101158.1_35	""					
36	25203	25715	FALSE	NZ_CP101158.1	NZ_CP101158.1_36	""					
37	25712	26275	FALSE	NZ_CP101158.1	NZ_CP101158.1_37	""					
38	26272	26772	FALSE	NZ_CP101158.1	NZ_CP101158.1_38	""					
39	26750	27172	FALSE	NZ_CP101158.1	NZ_CP101158.1_39	""					
40	27193	27387	FALSE	NZ_CP101158.1	NZ_CP101158.1_40	""					
41	27380	27769	FALSE	NZ_CP101158.1	NZ_CP101158.1_41	""					
42	27759	28223	FALSE	NZ_CP101158.1	NZ_CP101158.1_42	""					
43	28216	28452	FALSE	NZ_CP101158.1	NZ_CP101158.1_43	""					
44	28445	30202	FALSE	NZ_CP101158.1	NZ_CP101158.1_44	""				S-adenosyl-L-methionine-dependent methyltransferases	4.59e-64
45	30199	30489	FALSE	NZ_CP101158.1	NZ_CP101158.1_45	""					
46	30486	30731	FALSE	NZ_CP101158.1	NZ_CP101158.1_46	""					
47	30728	31165	FALSE	NZ_CP101158.1	NZ_CP101158.1_47	""					
48	31158	31388	FALSE	NZ_CP101158.1	NZ_CP101158.1_48	""					
49	31394	32290	FALSE	NZ_CP101158.1	NZ_CP101158.1_49	""				PCNA	6.73403e-36
50	32287	32583	FALSE	NZ_CP101158.1	NZ_CP101158.1_50	""					
51	32580	32756	FALSE	NZ_CP101158.1	NZ_CP101158.1_51	""					
52	32881	33234	FALSE	NZ_CP101158.1	NZ_CP101158.1_52	""					
53	33537	33776	FALSE	NZ_CP101158.1	NZ_CP101158.1_53	""					
54	33773	34351	FALSE	NZ_CP101158.1	NZ_CP101158.1_54	""					
55	34531	34761	TRUE	NZ_CP101158.1	NZ_CP101158.1_55	""					
56	34754	36823	FALSE	NZ_CP101158.1	NZ_CP101158.1_56	""				DNA REPLICATION LICENSING FACTOR MCM FAMILY MEMBER	2.5e-127
57	36820	37428	FALSE	NZ_CP101158.1	NZ_CP101158.1_57	""					
58	37844	38185	FALSE	NZ_CP101158.1	NZ_CP101158.1_58	""					
59	38271	38708	FALSE	NZ_CP101158.1	NZ_CP101158.1_59	""					
60	38948	39214	TRUE	NZ_CP101158.1	NZ_CP101158.1_60	""				"""Winged helix"" DNA-binding domain"	9.76e-07
61	39225	40367	FALSE	NZ_CP101158.1	NZ_CP101158.1_61	""				P-loop containing nucleoside triphosphate hydrolases	6.26e-31
62	40354	40899	FALSE	NZ_CP101158.1	NZ_CP101158.1_62	""					
63	41081	41284	FALSE	NZ_CP101158.1	NZ_CP101158.1_63	""				exodeoxyribonuclease VII small subunit	1.9e-11
64	41281	42516	FALSE	NZ_CP101158.1	NZ_CP101158.1_64	""				exodeoxyribonuclease VII large subunit	9.3e-86
65	42565	42825	FALSE	NZ_CP101158.1	NZ_CP101158.1_65	""					
66	42828	43313	FALSE	NZ_CP101158.1	NZ_CP101158.1_66	""				METAL-SULFUR CLUSTER BIOSYNTHESIS PROTEINS YUAD-RELATED	4.3e-22
67	43576	43710	FALSE	NZ_CP101158.1	NZ_CP101158.1_67	""					
68	43951	44979	FALSE	NZ_CP101158.1	NZ_CP101158.1_68	""				P-loop containing nucleoside triphosphate hydrolases	1.96e-35
69	45114	45575	FALSE	NZ_CP101158.1	NZ_CP101158.1_69	""				Archaeal Type IV pilin, N-terminal	1.7e-16
70	45925	46710	TRUE	NZ_CP101158.1	NZ_CP101158.1_70	""					
71	46781	47740	TRUE	NZ_CP101158.1	NZ_CP101158.1_71	""					
72	47743	47946	FALSE	NZ_CP101158.1	NZ_CP101158.1_72	""					
73	48271	48969	TRUE	NZ_CP101158.1	NZ_CP101158.1_73	""					
74	49065	52772	TRUE	NZ_CP101158.1	NZ_CP101158.1_74	ORF6.faa	1055.7	0	1171	Quinoprotein alcohol dehydrogenase-like	1.18e-39
75	52769	54373	TRUE	NZ_CP101158.1	NZ_CP101158.1_75	""				Peptidase S8/S53 domain	8.8e-55
76	54379	55242	TRUE	NZ_CP101158.1	NZ_CP101158.1_76	ORF8.faa	294.5	4.1e-90	257		
77	55380	56483	TRUE	NZ_CP101158.1	NZ_CP101158.1_77	ORF10.faa	220.2	3.5e-67	323		
78	56491	56757	TRUE	NZ_CP101158.1	NZ_CP101158.1_78	""					
79	56854	57294	TRUE	NZ_CP101158.1	NZ_CP101158.1_79	""					
80	57301	57447	TRUE	NZ_CP101158.1	NZ_CP101158.1_80	""					
81	57461	58249	TRUE	NZ_CP101158.1	NZ_CP101158.1_81	""					
82	58246	58617	TRUE	NZ_CP101158.1	NZ_CP101158.1_82	""					
83	58617	58922	TRUE	NZ_CP101158.1	NZ_CP101158.1_83	""					
84	58919	59947	TRUE	NZ_CP101158.1	NZ_CP101158.1_84	ORF17.faa	316.2	1.4e-96	294		
85	59944	60183	TRUE	NZ_CP101158.1	NZ_CP101158.1_85	""					
86	60183	60464	TRUE	NZ_CP101158.1	NZ_CP101158.1_86	""					
87	60611	60853	TRUE	NZ_CP101158.1	NZ_CP101158.1_87	""					
88	60865	61461	TRUE	NZ_CP101158.1	NZ_CP101158.1_88	ORF21.faa	209.8	2.3e-64	195		
89	61458	62501	TRUE	NZ_CP101158.1	NZ_CP101158.1_89	""					
90	62498	63811	TRUE	NZ_CP101158.1	NZ_CP101158.1_90	ORF23.faa	496.5	4.2e-151	411		
91	63813	65522	TRUE	NZ_CP101158.1	NZ_CP101158.1_91	ORF24.faa	554.8	1.1e-168	496		
92	65533	66594	FALSE	NZ_CP101158.1	NZ_CP101158.1_92	""				TWO-COMPONENT HISTIDINE KINASE	1.1e-41
93	66666	69146	TRUE	NZ_CP101158.1	NZ_CP101158.1_93	""				P-loop containing nucleoside triphosphate hydrolases	1.27e-07
94	69575	70483	FALSE	NZ_CP101158.1	NZ_CP101158.1_94	""					
95	70652	72235	FALSE	NZ_CP101158.1	NZ_CP101158.1_95	""					
96	72340	73173	TRUE	NZ_CP101158.1	NZ_CP101158.1_96	""				HNHc	9.94021e-14
244	240240	241562	TRUE	NZ_CP101161.1	NZ_CP101161.1_244	""				AF0625-like	4.71e-68
245	241700	242908	TRUE	NZ_CP101161.1	NZ_CP101161.1_245	""				FtsZ_type1	0
246	242980	243153	TRUE	NZ_CP101161.1	NZ_CP101161.1_246	""				Preprotein translocase SecE subunit	6.3e-16
247	243155	243592	TRUE	NZ_CP101161.1	NZ_CP101161.1_247	""				transcription elongation factor Spt5	5.6e-49
248	243794	245020	TRUE	NZ_CP101161.1	NZ_CP101161.1_248	""				ABC TRANSPORTER, MEMBRANE PROTEIN	2.9e-27
249	245057	252586	FALSE	NZ_CP101161.1	NZ_CP101161.1_249	ORF6.faa	114.1	1.2e-33	242	Quinoprotein alcohol dehydrogenase-like	3.3e-60
250	252886	254754	TRUE	NZ_CP101161.1	NZ_CP101161.1_250	""				GAF and HTH_10 associated domain	2.4e-34
251	254758	255651	FALSE	NZ_CP101161.1	NZ_CP101161.1_251	""					
252	255770	256075	FALSE	NZ_CP101161.1	NZ_CP101161.1_252	""					
253	256140	256484	FALSE	NZ_CP101161.1	NZ_CP101161.1_253	""				Short C-terminal domain	5e-07
254	256584	257333	TRUE	NZ_CP101161.1	NZ_CP101161.1_254	""				PHP domain-like	1.43e-19
255	257327	257851	FALSE	NZ_CP101161.1	NZ_CP101161.1_255	""				LexA-binding, inner membrane-associated putative hydrolase	1.7e-10
256	257889	258422	FALSE	NZ_CP101161.1	NZ_CP101161.1_256	""				Competence-damaged protein	2.6e-56
257	258521	259621	TRUE	NZ_CP101161.1	NZ_CP101161.1_257	""				PLP-dependent transferases	3.5e-88
258	259692	259967	TRUE	NZ_CP101161.1	NZ_CP101161.1_258	""				Halobacterial output domain 1	3e-18
259	260061	260750	TRUE	NZ_CP101161.1	NZ_CP101161.1_259	""				GAF and HTH_10 associated domain	2.8e-34
260	260793	261143	TRUE	NZ_CP101161.1	NZ_CP101161.1_260	""					
261	261190	262683	TRUE	NZ_CP101161.1	NZ_CP101161.1_261	""				tRNA guanosine(15) transglycosylase TgtA	0
262	262684	264006	FALSE	NZ_CP101161.1	NZ_CP101161.1_262	""				Quinoprotein alcohol dehydrogenase-like	2.24e-25
263	264088	265842	TRUE	NZ_CP101161.1	NZ_CP101161.1_263	""				archaeosine synthase subunit alpha	0
264	265947	266390	TRUE	NZ_CP101161.1	NZ_CP101161.1_264	""					
265	266430	266822	TRUE	NZ_CP101161.1	NZ_CP101161.1_265	""					
266	267058	273441	TRUE	NZ_CP101161.1	NZ_CP101161.1_266	""				CELL SURFACE PROTEIN	1.4e-31
267	273444	274649	TRUE	NZ_CP101161.1	NZ_CP101161.1_267	""				Dockerin_I	1.09805e-10
268	274649	275704	TRUE	NZ_CP101161.1	NZ_CP101161.1_268	""				Immunoglobulins	4.6e-11
269	275707	276165	FALSE	NZ_CP101161.1	NZ_CP101161.1_269	""					
270	276248	277048	FALSE	NZ_CP101161.1	NZ_CP101161.1_270	""				AHL_lactonase_MBL-fold	3.84398e-49
271	277128	277406	TRUE	NZ_CP101161.1	NZ_CP101161.1_271	""				Ubl_SAMP1_like	2.61424e-30
272	277403	277660	TRUE	NZ_CP101161.1	NZ_CP101161.1_272	""					
273	277657	278019	TRUE	NZ_CP101161.1	NZ_CP101161.1_273	""					
274	278051	278878	TRUE	NZ_CP101161.1	NZ_CP101161.1_274	""					
275	278853	279746	FALSE	NZ_CP101161.1	NZ_CP101161.1_275	""				alpha/beta hydrolase	1.7e-73
276	279827	280483	TRUE	NZ_CP101161.1	NZ_CP101161.1_276	""				Domain of unknown function (DUF4129)	2.9e-07
277	280480	282342	TRUE	NZ_CP101161.1	NZ_CP101161.1_277	""				BLL2464 PROTEIN	2.5e-31
278	282332	282862	TRUE	NZ_CP101161.1	NZ_CP101161.1_278	""					
279	282906	283817	TRUE	NZ_CP101161.1	NZ_CP101161.1_279	""				E3 Ubiquitin ligase	7.4e-10
280	283846	284292	TRUE	NZ_CP101161.1	NZ_CP101161.1_280	""				VanZ family protein	9.1e-06
281	284289	285365	TRUE	NZ_CP101161.1	NZ_CP101161.1_281	""				archaeosine biosynthesis radical SAM protein RaSEA	0
282	285823	287472	FALSE	NZ_CP101161.1	NZ_CP101161.1_282	""				NADH-UBIQUINONE OXIDOREDUCTASE 49 KDA SUBUNIT	1.5e-103
283	287557	288231	TRUE	NZ_CP101161.1	NZ_CP101161.1_283	""				DIMETHYL SULFOXIDE REDUCTASE TRANSCRIPTIONAL ACTIVATOR	1.2e-17
284	288287	289921	TRUE	NZ_CP101161.1	NZ_CP101161.1_284	""				Acetyl-CoA synthetase-like	7.59e-129
285	289918	290460	FALSE	NZ_CP101161.1	NZ_CP101161.1_285	""				Nucleoside Triphosphate Pyrophosphohydrolase	4.7e-44
286	290523	291116	FALSE	NZ_CP101161.1	NZ_CP101161.1_286	""					
287	291359	291733	FALSE	NZ_CP101161.1	NZ_CP101161.1_287	""				"""Winged helix"" DNA-binding domain"	1.31e-27
288	291866	292486	FALSE	NZ_CP101161.1	NZ_CP101161.1_288	""					
289	292521	293345	TRUE	NZ_CP101161.1	NZ_CP101161.1_289	""				Formyltransferase	5.49e-37
290	293384	293998	FALSE	NZ_CP101161.1	NZ_CP101161.1_290	""				Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase	4.16e-33
291	294070	294792	FALSE	NZ_CP101161.1	NZ_CP101161.1_291	""					
292	294878	295546	TRUE	NZ_CP101161.1	NZ_CP101161.1_292	""					
293	295647	296498	TRUE	NZ_CP101161.1	NZ_CP101161.1_293	""					
294	296651	298369	FALSE	NZ_CP101161.1	NZ_CP101161.1_294	""					
295	298359	299135	FALSE	NZ_CP101161.1	NZ_CP101161.1_295	""				ABC_DR_subfamily_A	8.40831e-81
296	299269	300048	FALSE	NZ_CP101161.1	NZ_CP101161.1_296	""				Protein of unknown function (DUF3592)	1.6e-14
297	300100	300690	FALSE	NZ_CP101161.1	NZ_CP101161.1_297	""				TrmY-like	2.71135e-76
298	300811	301467	TRUE	NZ_CP101161.1	NZ_CP101161.1_298	""					
299	301548	302483	FALSE	NZ_CP101161.1	NZ_CP101161.1_299	""					
300	302514	303476	FALSE	NZ_CP101161.1	NZ_CP101161.1_300	""					
301	303538	304506	FALSE	NZ_CP101161.1	NZ_CP101161.1_301	""				NAD(P)-binding Rossmann-fold domains	6.33e-58
302	304515	305477	FALSE	NZ_CP101161.1	NZ_CP101161.1_302	""				NAD(P)-binding Rossmann-fold domains	8.99e-68
303	305756	307813	TRUE	NZ_CP101161.1	NZ_CP101161.1_303	""				Peptidases_S8_Subtilisin_subset	8.17623e-85
304	308196	310382	TRUE	NZ_CP101161.1	NZ_CP101161.1_304	""					
305	310486	312021	TRUE	NZ_CP101161.1	NZ_CP101161.1_305	""					
306	312079	312828	TRUE	NZ_CP101161.1	NZ_CP101161.1_306	""					
307	312885	313958	FALSE	NZ_CP101161.1	NZ_CP101161.1_307	""					
308	313955	314551	FALSE	NZ_CP101161.1	NZ_CP101161.1_308	""				signal peptidase I	2.7e-28
309	314548	315153	FALSE	NZ_CP101161.1	NZ_CP101161.1_309	""					
310	315572	316753	FALSE	NZ_CP101161.1	NZ_CP101161.1_310	""				NAD(P)-binding Rossmann-fold domains	1.12e-44
311	316894	317667	TRUE	NZ_CP101161.1	NZ_CP101161.1_311	""				Cytochrome c oxidase subunit III-like	3.66e-49
312	317668	318165	FALSE	NZ_CP101161.1	NZ_CP101161.1_312	""					
313	318166	320442	FALSE	NZ_CP101161.1	NZ_CP101161.1_313	""				Cytochrome C and Quinol oxidase polypeptide I	0
314	320567	321331	TRUE	NZ_CP101161.1	NZ_CP101161.1_314	""				cytochrome c oxidase subunit II	4.9e-46
315	321332	323122	FALSE	NZ_CP101161.1	NZ_CP101161.1_315	""				glutamine--fructose-6-phosphate transaminase (isomerizing)	0
316	323122	324306	FALSE	NZ_CP101161.1	NZ_CP101161.1_316	""				NTP_transferase	2.11507e-73
317	324349	325149	FALSE	NZ_CP101161.1	NZ_CP101161.1_317	""				Bacitracin resistance protein BacA	7.3e-48
318	325230	326324	TRUE	NZ_CP101161.1	NZ_CP101161.1_318	""				SMALL-CONDUCTANCE MECHANOSENSITIVE CHANNEL	4.4e-50
319	326375	327667	TRUE	NZ_CP101161.1	NZ_CP101161.1_319	""				tRNA pseudouridine(54/55) synthase Pus10	0
320	327704	327817	TRUE	NZ_CP101161.1	NZ_CP101161.1_320	""					
321	327872	328030	TRUE	NZ_CP101161.1	NZ_CP101161.1_321	""					
322	328095	328718	TRUE	NZ_CP101161.1	NZ_CP101161.1_322	""				RNase_HII_archaea_like	1.39456e-92
323	328715	329641	FALSE	NZ_CP101161.1	NZ_CP101161.1_323	""					
324	329682	331232	FALSE	NZ_CP101161.1	NZ_CP101161.1_324	""				PROTEIN-EXPORT MEMBRANE PROTEIN SEC	3.5e-46
325	331229	332086	FALSE	NZ_CP101161.1	NZ_CP101161.1_325	""				protein translocase subunit SecF	0
326	332196	332507	TRUE	NZ_CP101161.1	NZ_CP101161.1_326	""					
327	332566	332790	TRUE	NZ_CP101161.1	NZ_CP101161.1_327	""					
328	332833	333633	TRUE	NZ_CP101161.1	NZ_CP101161.1_328	""				MOSC N-terminal beta barrel domain	3.3e-14
329	333745	334176	TRUE	NZ_CP101161.1	NZ_CP101161.1_329	""				Archaeal Type IV pilin, N-terminal	1.4e-07
330	334173	334643	FALSE	NZ_CP101161.1	NZ_CP101161.1_330	""				Family of unknown function (DUF5812)	8.6e-64
331	334670	335203	FALSE	NZ_CP101161.1	NZ_CP101161.1_331	""					
332	335226	335855	FALSE	NZ_CP101161.1	NZ_CP101161.1_332	""					
333	335885	336589	FALSE	NZ_CP101161.1	NZ_CP101161.1_333	""				ClpP/crotonase	1.44e-57
334	336650	337300	TRUE	NZ_CP101161.1	NZ_CP101161.1_334	""					
335	337405	338055	FALSE	NZ_CP101161.1	NZ_CP101161.1_335	""				HTH DNA binding domain	1.8e-17
336	338172	339128	TRUE	NZ_CP101161.1	NZ_CP101161.1_336	""				Ribonucleotide Reductase, subunit A	2.5e-60
337	339510	340577	TRUE	NZ_CP101161.1	NZ_CP101161.1_337	""				ICL_PEPM	7.80755e-87
338	340693	341964	TRUE	NZ_CP101161.1	NZ_CP101161.1_338	""				malate synthase AceB	8.9e-252
339	342014	342388	TRUE	NZ_CP101161.1	NZ_CP101161.1_339	""				Domain of unknown function (DUF4112)	6.9e-32
340	342385	343104	FALSE	NZ_CP101161.1	NZ_CP101161.1_340	""				Uncharacterized protein family UPF0016	1.1e-15
341	343211	343591	FALSE	NZ_CP101161.1	NZ_CP101161.1_341	""					
342	343671	344579	TRUE	NZ_CP101161.1	NZ_CP101161.1_342	""				SNASE_2	2.1e-32
343	344584	344958	FALSE	NZ_CP101161.1	NZ_CP101161.1_343	""					
344	345019	345480	FALSE	NZ_CP101161.1	NZ_CP101161.1_344	""				PIN_Nob1-like	7.50994e-32
345	345480	345743	FALSE	NZ_CP101161.1	NZ_CP101161.1_345	""				PRC-BARREL DOMAIN PROTEIN	7.1e-17
346	345832	346350	TRUE	NZ_CP101161.1	NZ_CP101161.1_346	""				Cupredoxins	7.31e-24
347	346416	348227	TRUE	NZ_CP101161.1	NZ_CP101161.1_347	""				TRANSLATION INITIATION FACTOR IF-2-RELATED	0
348	348283	348465	TRUE	NZ_CP101161.1	NZ_CP101161.1_348	""					
349	348469	348759	FALSE	NZ_CP101161.1	NZ_CP101161.1_349	""				Family of unknown function (DUF5811)	1.4e-29
350	348846	349325	FALSE	NZ_CP101161.1	NZ_CP101161.1_350	""				Pyruvoyl-dependent arginine decarboxylase	8.4e-32
351	349458	349658	FALSE	NZ_CP101161.1	NZ_CP101161.1_351	""					
352	349794	351017	FALSE	NZ_CP101161.1	NZ_CP101161.1_352	""				26S PROTEASOME REGULATORY SUBUNIT	3.9e-128
353	351083	352873	FALSE	NZ_CP101161.1	NZ_CP101161.1_353	""				oligoendopeptidase F	0
354	352994	354316	TRUE	NZ_CP101161.1	NZ_CP101161.1_354	""				Zn peptidases	8.8e-81
355	354313	355116	FALSE	NZ_CP101161.1	NZ_CP101161.1_355	""				PSU-A	1.8e-47
356	355154	355672	FALSE	NZ_CP101161.1	NZ_CP101161.1_356	""					
357	355826	357133	FALSE	NZ_CP101161.1	NZ_CP101161.1_357	""				His-tRNA_synth	2.2e-124
358	357182	357349	FALSE	NZ_CP101161.1	NZ_CP101161.1_358	""					
359	357425	358189	FALSE	NZ_CP101161.1	NZ_CP101161.1_359	""				Type II CAAX prenyl endopeptidase Rce1-like	5.4e-16
360	358244	359536	FALSE	NZ_CP101161.1	NZ_CP101161.1_360	""				SIS domain	2.05e-90
361	359631	360461	FALSE	NZ_CP101161.1	NZ_CP101161.1_361	""				NAD_synthase	1.4097e-103
362	360771	361136	FALSE	NZ_CP101161.1	NZ_CP101161.1_362	""				cupin_YdbB-like	5.28955e-51
363	361167	361883	FALSE	NZ_CP101161.1	NZ_CP101161.1_363	""				Nucleotide modification associated domain 3	2.2e-57
364	361909	362364	FALSE	NZ_CP101161.1	NZ_CP101161.1_364	""				Hotdog Thioesterase	2.1e-27
365	362395	363477	FALSE	NZ_CP101161.1	NZ_CP101161.1_365	""				Molybdate transporter of MFS superfamily	4.1e-20
366	363565	364569	FALSE	NZ_CP101161.1	NZ_CP101161.1_366	""				SPERMIDINE/PUTRESCINE IMPORT ATP-BINDING PROTEIN POTA	2.5e-68
367	364566	365669	FALSE	NZ_CP101161.1	NZ_CP101161.1_367	""				MOLYBDENUM TRANSPORT SYSTEM PERMEASE PROTEIN MODB	1.4e-43
368	365711	366733	FALSE	NZ_CP101161.1	NZ_CP101161.1_368	""				PBP2_ModA_WtpA	1.96643e-89
369	366798	367478	TRUE	NZ_CP101161.1	NZ_CP101161.1_369	""				Txn_reg_ModE	2.4e-23
370	367669	368325	FALSE	NZ_CP101161.1	NZ_CP101161.1_370	""				POTASSIUM CHANNEL PROTEIN 2-RELATED-RELATED	3.1e-37
371	368357	368956	FALSE	NZ_CP101161.1	NZ_CP101161.1_371	""				HUPs	1.1e-60
372	368956	369309	FALSE	NZ_CP101161.1	NZ_CP101161.1_372	""				TFAR19	2.1e-28
373	369353	369808	FALSE	NZ_CP101161.1	NZ_CP101161.1_373	""				Ribosomal_S19e_2	2.4e-65
374	369980	371008	FALSE	NZ_CP101161.1	NZ_CP101161.1_374	""				Lysylphosphatidylglycerol synthase TM region	1.1e-42
375	371094	371960	TRUE	NZ_CP101161.1	NZ_CP101161.1_375	""				Thiam_monoph_kin	1.7e-78
376	371961	373175	FALSE	NZ_CP101161.1	NZ_CP101161.1_376	""				ZINC METALLOPROTEASE EGY1	1e-61
377	373299	373541	FALSE	NZ_CP101161.1	NZ_CP101161.1_377	""					
378	373855	374649	FALSE	NZ_CP101161.1	NZ_CP101161.1_378	""				MoaE	6.97205e-39
379	374690	376741	FALSE	NZ_CP101161.1	NZ_CP101161.1_379	""				formate dehydrogenase subunit alpha	0
380	376857	377549	TRUE	NZ_CP101161.1	NZ_CP101161.1_380	""				UMP kinase	7.4e-77
381	377546	379177	TRUE	NZ_CP101161.1	NZ_CP101161.1_381	""				LYSINE--TRNA LIGASE	0
382	379358	381169	TRUE	NZ_CP101161.1	NZ_CP101161.1_382	""				S2P-M50_PDZ_Arch	2.8581e-76
383	381162	381692	FALSE	NZ_CP101161.1	NZ_CP101161.1_383	""				Acyl-CoA N-acyltransferases (Nat)	1.35e-40
384	381779	382642	TRUE	NZ_CP101161.1	NZ_CP101161.1_384	""				"""Winged helix"" DNA-binding domain"	1.09e-06
385	382770	383990	TRUE	NZ_CP101161.1	NZ_CP101161.1_385	""				TRANSPORT PROTEIN-RELATED	1.5e-56
386	384030	385934	TRUE	NZ_CP101161.1	NZ_CP101161.1_386	""				HEME-DEPENDENT PEROXIDASE YWFI-RELATED	8.7e-91
387	386072	387124	FALSE	NZ_CP101161.1	NZ_CP101161.1_387	""				AKR_AKR11C1	1.84616e-74
388	387317	388255	TRUE	NZ_CP101161.1	NZ_CP101161.1_388	""				Hexapeptide repeat proteins	7.5e-38
389	388455	389381	TRUE	NZ_CP101161.1	NZ_CP101161.1_389	""				Glucose / Sorbosone dehydrogenase	1.3e-60
390	389362	390693	FALSE	NZ_CP101161.1	NZ_CP101161.1_390	""				PQQ ENZYME REPEAT PROTEIN-RELATED	4.8e-25
391	390751	391041	FALSE	NZ_CP101161.1	NZ_CP101161.1_391	""					
392	391055	392017	FALSE	NZ_CP101161.1	NZ_CP101161.1_392	""					
393	392124	392447	TRUE	NZ_CP101161.1	NZ_CP101161.1_393	""					
394	392449	393666	FALSE	NZ_CP101161.1	NZ_CP101161.1_394	""				MEDIUM-CHAIN SPECIFIC ACYL-COA DEHYDROGENASE, MITOCHONDRIAL-RELATED	3.8e-113
395	393896	395110	TRUE	NZ_CP101161.1	NZ_CP101161.1_395	""				EUKARYOTIC TRANSLATION INITIATION FACTOR 2 SUBUNIT 3 FAMILY MEMBER	0
396	395111	395479	TRUE	NZ_CP101161.1	NZ_CP101161.1_396	""				PIN like domain	1e-43
397	395483	396049	TRUE	NZ_CP101161.1	NZ_CP101161.1_397	""				DNA-directed RNA polymerase	1.1e-58
398	396050	396247	TRUE	NZ_CP101161.1	NZ_CP101161.1_398	""				Spt4_2	1.8e-27
399	396248	396790	TRUE	NZ_CP101161.1	NZ_CP101161.1_399	""				UCP006533	9.4e-49
400	396890	399115	TRUE	NZ_CP101161.1	NZ_CP101161.1_400	""				alpha/beta-Hydrolases	5.1e-44
401	399179	399490	TRUE	NZ_CP101161.1	NZ_CP101161.1_401	""				Ribosomal proteins S24e, L23 and L15e	1.73e-31
402	399490	399624	TRUE	NZ_CP101161.1	NZ_CP101161.1_402	""				Zn-binding ribosomal proteins	6.23e-11
403	399691	401262	TRUE	NZ_CP101161.1	NZ_CP101161.1_403	""				KEOPS complex N(6)-L-threonylcarbamoyladenine synthase Kae1	0
404	401306	401584	TRUE	NZ_CP101161.1	NZ_CP101161.1_404	""				Family of unknown function (DUF5808)	2.6e-08
405	401790	402437	TRUE	NZ_CP101161.1	NZ_CP101161.1_405	""				HAM1	4.65103e-58
