	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
JAJCVI010000002.1_JAJCVI010000002.1_116	JAJCVI010000002.1	JAJCVI010000002.1	116	113656	114645	1	C	K04773	protease IV [EC:3.4.21.-]	MER1066329	S49A	MER1066329 - subfamily S49A unassigned non-peptidase homologues (Haloferax sp. BAB2207) [S49.UNA]#S49A#{peptidase unit: 97-316}~source L5NUR9~	False	0.631	274.0	1.617e-80	Peptidase family S49 [PF01343.21]; Serine dehydrogenase proteinase [PF01972.19]; Clp protease [PF00574.26]					0
JAJCVI010000002.1_JAJCVI010000002.1_117	JAJCVI010000002.1	JAJCVI010000002.1	117	114747	116045	1	C	K08975	putative membrane protein								Domain of unknown function (DUF373) [PF04123.16]					0
JAJCVI010000002.1_JAJCVI010000002.1_118	JAJCVI010000002.1	JAJCVI010000002.1	118	116122	116844	1	C	K06927	diphthine-ammonia ligase [EC:6.3.1.14]								Diphthamide synthase [PF01902.20]					0
JAJCVI010000002.1_JAJCVI010000002.1_119	JAJCVI010000002.1	JAJCVI010000002.1	119	116943	117911	-1	D										Nucleotidyl transferase [PF00483.26]; MobA-like NTP transferase domain [PF12804.10]					0
JAJCVI010000002.1_JAJCVI010000002.1_120	JAJCVI010000002.1	JAJCVI010000002.1	120	118127	118432	1	C	K07743	transcriptional regulator													0
JAJCVI010000002.1_JAJCVI010000002.1_121	JAJCVI010000002.1	JAJCVI010000002.1	121	118514	118930	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_122	JAJCVI010000002.1	JAJCVI010000002.1	122	118953	119396	-1	C	K09713	uncharacterized protein								Uncharacterised protein family (UPF0146) [PF03686.16]					0
JAJCVI010000002.1_JAJCVI010000002.1_123	JAJCVI010000002.1	JAJCVI010000002.1	123	119436	119957	1	C	K06974	archaemetzincin [EC:3.4.-.-]	MER0509932	M54	MER0509932 - archaelysin (Salinarchaeum sp. Harcht-Bsk1) [M54.001]#M54#{peptidase unit: 1-173}~source YP_008055531~	False	0.783	277.0	2.254e-84	Peptidase family M54 [PF07998.14]					0
JAJCVI010000002.1_JAJCVI010000002.1_124	JAJCVI010000002.1	JAJCVI010000002.1	124	119959	120639	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_125	JAJCVI010000002.1	JAJCVI010000002.1	125	120713	122527	-1	C	K06174	ATP-binding cassette, sub-family E, member 1								ABC transporter [PF00005.30]; Possible Fer4-like domain in RNase L inhibitor, RLI [PF04068.18]; 4Fe-4S dicluster domain [PF14697.9]; 4Fe-4S dicluster domain [PF12838.10]					0
JAJCVI010000002.1_JAJCVI010000002.1_126	JAJCVI010000002.1	JAJCVI010000002.1	126	122529	122912	-1	D										EMC6-arch [PF19094.3]					0
JAJCVI010000002.1_JAJCVI010000002.1_127	JAJCVI010000002.1	JAJCVI010000002.1	127	123074	123361	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_128	JAJCVI010000002.1	JAJCVI010000002.1	128	123531	124268	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_129	JAJCVI010000002.1	JAJCVI010000002.1	129	124296	126167	-1	C	K06865	ATPase								Type II/IV secretion system protein [PF00437.23]					0
JAJCVI010000002.1_JAJCVI010000002.1_130	JAJCVI010000002.1	JAJCVI010000002.1	130	126283	127914	1	C	K06595	heam-based aerotactic trancducer								Protoglobin [PF11563.11]; Methyl-accepting chemotaxis protein (MCP) signalling domain [PF00015.24]					0
JAJCVI010000002.1_JAJCVI010000002.1_131	JAJCVI010000002.1	JAJCVI010000002.1	131	127948	128934	-1	C	K08974	putative membrane protein								Domain of unknown function (DUF368) [PF04018.16]					0
JAJCVI010000002.1_JAJCVI010000002.1_132	JAJCVI010000002.1	JAJCVI010000002.1	132	128996	130447	1	D			MER0250887	M20A	MER0250887 - acetylornithine deacetylase ArgE (Halopiger xanaduensis) [M20.974]#M20A#{peptidase unit: 5-358}~source YP_004597938~	True	0.604	456.0	1.781e-140	Peptidase family M20/M25/M40 [PF01546.31]; Peptidase dimerisation domain [PF07687.17]					0
JAJCVI010000002.1_JAJCVI010000002.1_133	JAJCVI010000002.1	JAJCVI010000002.1	133	130414	131340	-1	D										Carotenoid biosynthesis protein [PF04240.15]					0
JAJCVI010000002.1_JAJCVI010000002.1_134	JAJCVI010000002.1	JAJCVI010000002.1	134	131470	132993	1	C	K01299	carboxypeptidase Taq [EC:3.4.17.19]	MER0276955	M32	MER0276955 - carboxypeptidase Taq (Haladaptatus paucihalophilus) [M32.001]#M32#{peptidase unit: 12-502}~source EFW92111~	True	0.739	736.0	6.753e-237	Carboxypeptidase Taq (M32) metallopeptidase [PF02074.18]					0
JAJCVI010000002.1_JAJCVI010000002.1_135	JAJCVI010000002.1	JAJCVI010000002.1	135	133196	135334	-1	C	K03782	catalase-peroxidase [EC:1.11.1.21]								Peroxidase [PF00141.26]	AA2	AA2 manganese peroxidase (EC 1.11.1.13); versatile peroxidase (EC 1.11.1.16); lignin peroxidase (EC 1.11.1.14); peroxidase (EC 1.11.1.-); cytochrome-c peroxidase (EC 1.11.1.5); ascorbate peroxidase (EC 1.11.1.11)	1.11.1.11,1.11.1.13,1.11.1.14,1.11.1.16,1.11.1.5,1.11.1.-	AA2.hmm	0
JAJCVI010000002.1_JAJCVI010000002.1_136	JAJCVI010000002.1	JAJCVI010000002.1	136	135556	136608	1	D										Saccharopine dehydrogenase NADP binding domain [PF03435.21]					0
JAJCVI010000002.1_JAJCVI010000002.1_137	JAJCVI010000002.1	JAJCVI010000002.1	137	136848	138290	1	D										5'-nucleotidase, C-terminal domain [PF02872.21]					0
JAJCVI010000002.1_JAJCVI010000002.1_138	JAJCVI010000002.1	JAJCVI010000002.1	138	138328	138858	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_139	JAJCVI010000002.1	JAJCVI010000002.1	139	138915	139787	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_140	JAJCVI010000002.1	JAJCVI010000002.1	140	139831	140442	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_141	JAJCVI010000002.1	JAJCVI010000002.1	141	140442	141278	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_142	JAJCVI010000002.1	JAJCVI010000002.1	142	141437	142663	1	C	K11646	3-dehydroquinate synthase II [EC:1.4.1.24]								3-dehydroquinate synthase II [PF01959.19]					0
JAJCVI010000002.1_JAJCVI010000002.1_143	JAJCVI010000002.1	JAJCVI010000002.1	143	142707	143114	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_144	JAJCVI010000002.1	JAJCVI010000002.1	144	143278	144030	-1	D										Type I 3-dehydroquinase [PF01487.18]					0
JAJCVI010000002.1_JAJCVI010000002.1_145	JAJCVI010000002.1	JAJCVI010000002.1	145	144166	144696	1	C	K03824	putative acetyltransferase [EC:2.3.1.-]								Acetyltransferase (GNAT) family [PF00583.28]; Acetyltransferase (GNAT) domain [PF13673.10]					0
JAJCVI010000002.1_JAJCVI010000002.1_146	JAJCVI010000002.1	JAJCVI010000002.1	146	144787	145749	-1	C	K03124	transcription initiation factor TFIIB								Transcription factor TFIIB repeat [PF00382.22]; TFIIB zinc-binding [PF08271.15]					0
JAJCVI010000002.1_JAJCVI010000002.1_147	JAJCVI010000002.1	JAJCVI010000002.1	147	146066	146581	1	C	K01529	inosine/xanthosine triphosphatase [EC:3.6.1.73]								Protein of unknown function DUF84 [PF01931.21]					0
JAJCVI010000002.1_JAJCVI010000002.1_148	JAJCVI010000002.1	JAJCVI010000002.1	148	146600	148450	-1	C	K23683	glycosyltransferase AglD [EC:2.4.1.-]								Glycosyl transferase family 2 [PF00535.29]; Lysylphosphatidylglycerol synthase TM region [PF03706.16]; Glycosyltransferase like family 2 [PF13641.9]	GT2_Glycos_transf_2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289); alternating beta-1,3/4-N-acetylmannan synthase (2.4.1.-); UDP-GlcA: N-acetylglucosaminyl-proteoglycan beta-1,4-glucuronosyltransferase (EC 2.4.1.225); [inverting] UDP-Glc: glycocin S-beta-glucosyltransferase (EC 2.4.1.-); [inverting] UDP-Glc: protein O-beta-glucosyltransferase (EC 2.4.1.-)		GT2_Glycos_transf_2.hmm	0
JAJCVI010000002.1_JAJCVI010000002.1_149	JAJCVI010000002.1	JAJCVI010000002.1	149	148682	148921	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_150	JAJCVI010000002.1	JAJCVI010000002.1	150	149150	149629	1	D										Helix-turn-helix domain [PF20575.1]					0
JAJCVI010000002.1_JAJCVI010000002.1_151	JAJCVI010000002.1	JAJCVI010000002.1	151	149729	150349	-1	D										Sugar-specific transcriptional regulator TrmB [PF01978.22]; Winged helix-turn-helix DNA-binding [PF13412.9]					0
JAJCVI010000002.1_JAJCVI010000002.1_152	JAJCVI010000002.1	JAJCVI010000002.1	152	150431	151591	-1	D			MER0793012	I87	MER0793012 - family I87 unassigned peptidase inhibitors (Salinarchaeum sp. Harcht-Bsk1) [I87.UPW]#I87#{inhibitor unit: 22-241}~source R4W5I4~	True	0.833	380.0	6.842e-116	SPFH domain / Band 7 family [PF01145.28]					0
JAJCVI010000002.1_JAJCVI010000002.1_153	JAJCVI010000002.1	JAJCVI010000002.1	153	151661	152353	-1	D										NfeD-like C-terminal, partner-binding [PF01957.21]					0
JAJCVI010000002.1_JAJCVI010000002.1_154	JAJCVI010000002.1	JAJCVI010000002.1	154	152420	152740	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_155	JAJCVI010000002.1	JAJCVI010000002.1	155	152857	154617	-1	C	K00873	pyruvate kinase [EC:2.7.1.40]								Pyruvate kinase, barrel domain [PF00224.24]; Pyruvate kinase, alpha/beta domain [PF02887.19]; PEP-utilising enzyme, mobile domain [PF00391.26]					0
JAJCVI010000002.1_JAJCVI010000002.1_156	JAJCVI010000002.1	JAJCVI010000002.1	156	154741	155967	1	C	K00111	glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]								FAD dependent oxidoreductase [PF01266.27]; FAD binding domain [PF00890.27]; FAD binding domain [PF01494.22]					0
JAJCVI010000002.1_JAJCVI010000002.1_157	JAJCVI010000002.1	JAJCVI010000002.1	157	155999	156430	-1	C	K07090	uncharacterized protein								Universal stress protein family [PF00582.29]					0
JAJCVI010000002.1_JAJCVI010000002.1_158	JAJCVI010000002.1	JAJCVI010000002.1	158	156524	158683	-1	C	K01874	methionyl-tRNA synthetase [EC:6.1.1.10]								tRNA synthetases class I (M) [PF09334.14]; Anticodon binding domain of methionyl tRNA ligase [PF19303.2]; Putative tRNA binding domain [PF01588.23]; tRNA synthetases class I (I, L, M and V) [PF00133.25]; tRNA synthetases class I (C) catalytic domain [PF01406.22]					0
JAJCVI010000002.1_JAJCVI010000002.1_159	JAJCVI010000002.1	JAJCVI010000002.1	159	158986	159660	-1	D										Cell wall-active antibiotics response 4TMS YvqF [PF09922.12]					0
JAJCVI010000002.1_JAJCVI010000002.1_160	JAJCVI010000002.1	JAJCVI010000002.1	160	159774	160610	-1	D										SNARE associated Golgi protein [PF09335.14]					0
JAJCVI010000002.1_JAJCVI010000002.1_161	JAJCVI010000002.1	JAJCVI010000002.1	161	160765	161841	-1	C	K18933	tyrosine decarboxylase / aspartate 1-decarboxylase [EC:4.1.1.25 4.1.1.11]								Pyridoxal-dependent decarboxylase conserved domain [PF00282.22]; Aminotransferase class-V [PF00266.22]					0
JAJCVI010000002.1_JAJCVI010000002.1_162	JAJCVI010000002.1	JAJCVI010000002.1	162	162000	163193	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_163	JAJCVI010000002.1	JAJCVI010000002.1	163	163449	165764	-1	C	K01007	pyruvate, water dikinase [EC:2.7.9.2]								Pyruvate phosphate dikinase, AMP/ATP-binding domain [PF01326.22]; PEP-utilising enzyme, PEP-binding domain [PF02896.21]; PEP-utilising enzyme, mobile domain [PF00391.26]					0
JAJCVI010000002.1_JAJCVI010000002.1_164	JAJCVI010000002.1	JAJCVI010000002.1	164	165966	166622	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_165	JAJCVI010000002.1	JAJCVI010000002.1	165	166676	167587	-1	C	K06998	trans-2,3-dihydro-3-hydroxyanthranilate isomerase [EC:5.3.3.17]								Phenazine biosynthesis-like protein [PF02567.19]					0
JAJCVI010000002.1_JAJCVI010000002.1_166	JAJCVI010000002.1	JAJCVI010000002.1	166	167619	169064	-1	C	K06889	uncharacterized protein	MER0129738	S09X	MER0129738 - family S9 unassigned peptidases (Halorhabdus utahensis) [S09.UPW]#S09X#{peptidase unit: 211-459}~source GEBA2500588032~	False	0.463	203.0	4.1259999999999997e-54	Serine aminopeptidase, S33 [PF12146.11]; Protein of unknown function (DUF3887) [PF13026.9]; Prolyl oligopeptidase family [PF00326.24]; Alpha/beta hydrolase family [PF12697.10]					0
JAJCVI010000002.1_JAJCVI010000002.1_167	JAJCVI010000002.1	JAJCVI010000002.1	167	169203	169787	1	D										NUDIX domain [PF00293.31]					0
JAJCVI010000002.1_JAJCVI010000002.1_168	JAJCVI010000002.1	JAJCVI010000002.1	168	169853	172021	-1	D										Amino acid permease [PF13520.9]; Amino acid permease [PF00324.24]; Universal stress protein family [PF00582.29]					0
JAJCVI010000002.1_JAJCVI010000002.1_169	JAJCVI010000002.1	JAJCVI010000002.1	169	172018	172446	-1	D										TrkA-N domain [PF02254.21]					0
JAJCVI010000002.1_JAJCVI010000002.1_170	JAJCVI010000002.1	JAJCVI010000002.1	170	172996	173127	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_171	JAJCVI010000002.1	JAJCVI010000002.1	171	173277	174521	-1	C	K01551	arsenite/tail-anchored protein-transporting ATPase [EC:7.3.2.7 7.3.-.-]								Anion-transporting ATPase [PF02374.18]; AAA domain [PF13614.9]; Cellulose biosynthesis protein BcsQ [PF06564.15]; CobQ/CobB/MinD/ParA nucleotide binding domain [PF01656.26]					0
JAJCVI010000002.1_JAJCVI010000002.1_172	JAJCVI010000002.1	JAJCVI010000002.1	172	174815	175762	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_173	JAJCVI010000002.1	JAJCVI010000002.1	173	175844	176944	-1	D										Aminotransferase class I and II [PF00155.24]; Aminotransferase class-V [PF00266.22]; Pyridoxal-dependent decarboxylase conserved domain [PF00282.22]					0
JAJCVI010000002.1_JAJCVI010000002.1_174	JAJCVI010000002.1	JAJCVI010000002.1	174	177075	177650	1	C	K03743	nicotinamide-nucleotide amidase [EC:3.5.1.42]								Competence-damaged protein [PF02464.20]					0
JAJCVI010000002.1_JAJCVI010000002.1_175	JAJCVI010000002.1	JAJCVI010000002.1	175	177769	178290	1	C	K07038	inner membrane protein								LexA-binding, inner membrane-associated putative hydrolase [PF04307.17]					0
JAJCVI010000002.1_JAJCVI010000002.1_176	JAJCVI010000002.1	JAJCVI010000002.1	176	178306	179097	-1	D										PHP-associated [PF13263.9]					0
JAJCVI010000002.1_JAJCVI010000002.1_177	JAJCVI010000002.1	JAJCVI010000002.1	177	179165	179284	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_178	JAJCVI010000002.1	JAJCVI010000002.1	178	179338	179637	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_179	JAJCVI010000002.1	JAJCVI010000002.1	179	179741	180178	-1	D										Early transcription elongation factor of RNA pol II, NGN section [PF03439.16]					0
JAJCVI010000002.1_JAJCVI010000002.1_180	JAJCVI010000002.1	JAJCVI010000002.1	180	180185	180397	-1	C	K07342	protein transport protein SEC61 subunit gamma and related proteins													0
JAJCVI010000002.1_JAJCVI010000002.1_181	JAJCVI010000002.1	JAJCVI010000002.1	181	180599	181780	-1	C	K03531	cell division protein FtsZ								Tubulin/FtsZ family, GTPase domain [PF00091.28]; FtsZ family, C-terminal domain [PF12327.11]					0
JAJCVI010000002.1_JAJCVI010000002.1_182	JAJCVI010000002.1	JAJCVI010000002.1	182	181899	183281	-1	C	K09716	D-aminoacyl-tRNA deacylase [EC:3.1.1.96]								D-aminoacyl-tRNA deacylase [PF04414.15]					0
JAJCVI010000002.1_JAJCVI010000002.1_183	JAJCVI010000002.1	JAJCVI010000002.1	183	183386	185845	-1	C	K07301	cation:H+ antiporter													0
JAJCVI010000002.1_JAJCVI010000002.1_184	JAJCVI010000002.1	JAJCVI010000002.1	184	185879	186712	1	C	K00014	shikimate dehydrogenase [EC:1.1.1.25]								Shikimate dehydrogenase substrate binding domain [PF08501.14]; Shikimate / quinate 5-dehydrogenase [PF01488.23]; Shikimate 5'-dehydrogenase C-terminal domain [PF18317.4]					0
JAJCVI010000002.1_JAJCVI010000002.1_185	JAJCVI010000002.1	JAJCVI010000002.1	185	186857	187585	1	D										Pathogenicity locus [PF11731.11]; Helix-hairpin-helix domain [PF14520.9]					0
JAJCVI010000002.1_JAJCVI010000002.1_186	JAJCVI010000002.1	JAJCVI010000002.1	186	187655	189301	1	C	K01657	anthranilate synthase component I [EC:4.1.3.27]	MER0041616	C26	MER0041616 - aminodeoxychorismate synthase, subunit II (Thermus thermophilus) [C26.955]#C26#{peptidase unit: 338-632}~source YP_004230-1~	False	0.456	75.0	2.502e-12	chorismate binding enzyme [PF00425.21]; Anthranilate synthase component I, N terminal region [PF04715.16]					0
JAJCVI010000002.1_JAJCVI010000002.1_187	JAJCVI010000002.1	JAJCVI010000002.1	187	189298	189978	1	C	K01658	anthranilate synthase component II [EC:4.1.3.27]	MER0509926	C26	MER0509926 - family C26 unassigned peptidases (Salinarchaeum sp. Harcht-Bsk1) [C26.UPW]#C26#{peptidase unit: 4-208}~source YP_008055356~	False	0.76	288.0	5.024e-87	Glutamine amidotransferase class-I [PF00117.31]; Peptidase C26 [PF07722.16]					0
JAJCVI010000002.1_JAJCVI010000002.1_188	JAJCVI010000002.1	JAJCVI010000002.1	188	189963	190910	1	C	K00826	branched-chain amino acid aminotransferase [EC:2.6.1.42]								Amino-transferase class IV [PF01063.22]					0
JAJCVI010000002.1_JAJCVI010000002.1_189	JAJCVI010000002.1	JAJCVI010000002.1	189	190934	191623	1	D										Haloacid dehalogenase-like hydrolase [PF13419.9]; HAD-hyrolase-like [PF13242.9]; haloacid dehalogenase-like hydrolase [PF00702.29]					0
JAJCVI010000002.1_JAJCVI010000002.1_190	JAJCVI010000002.1	JAJCVI010000002.1	190	191666	192259	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_191	JAJCVI010000002.1	JAJCVI010000002.1	191	192287	192844	-1	D										SprT-like family [PF10263.12]					0
JAJCVI010000002.1_JAJCVI010000002.1_192	JAJCVI010000002.1	JAJCVI010000002.1	192	192937	193623	-1	D										Cell wall-active antibiotics response 4TMS YvqF [PF09922.12]					0
JAJCVI010000002.1_JAJCVI010000002.1_193	JAJCVI010000002.1	JAJCVI010000002.1	193	193823	194650	-1	C	K16306	fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase [EC:4.1.2.13 2.2.1.10]								DeoC/LacD family aldolase [PF01791.12]					0
JAJCVI010000002.1_JAJCVI010000002.1_194	JAJCVI010000002.1	JAJCVI010000002.1	194	194698	195564	-1	C	K01695	tryptophan synthase alpha chain [EC:4.2.1.20]								Tryptophan synthase alpha chain [PF00290.23]					0
JAJCVI010000002.1_JAJCVI010000002.1_195	JAJCVI010000002.1	JAJCVI010000002.1	195	195564	196799	-1	C	K01696	tryptophan synthase beta chain [EC:4.2.1.20]								Pyridoxal-phosphate dependent enzyme [PF00291.28]					0
JAJCVI010000002.1_JAJCVI010000002.1_196	JAJCVI010000002.1	JAJCVI010000002.1	196	196796	197677	-1	D										Indole-3-glycerol phosphate synthase [PF00218.24]					0
JAJCVI010000002.1_JAJCVI010000002.1_197	JAJCVI010000002.1	JAJCVI010000002.1	197	198122	199099	1	D			MER0502975	S33	MER0502975 - family S33 unassigned peptidases (Halorhabdus tiamatea) [S33.UPW]#S33#{peptidase unit: 18-256}~source YP_008377860~	False	0.361	159.0	6.489999999999998e-41	Serine aminopeptidase, S33 [PF12146.11]; alpha/beta hydrolase fold [PF00561.23]; Alpha/beta hydrolase family [PF12697.10]; Alpha/beta hydrolase of unknown function (DUF1057) [PF06342.15]; Prolyl oligopeptidase family [PF00326.24]; Thioesterase domain [PF00975.23]					0
JAJCVI010000002.1_JAJCVI010000002.1_198	JAJCVI010000002.1	JAJCVI010000002.1	198	199127	200962	-1	D										Transmembrane secretion effector [PF05977.16]					0
JAJCVI010000002.1_JAJCVI010000002.1_199	JAJCVI010000002.1	JAJCVI010000002.1	199	201053	201523	1	D										6-O-methylguanine DNA methyltransferase, DNA binding domain [PF01035.23]					0
JAJCVI010000002.1_JAJCVI010000002.1_200	JAJCVI010000002.1	JAJCVI010000002.1	200	201647	202882	1	D										MFS_1 like family [PF12832.10]; Major Facilitator Superfamily [PF07690.19]					0
JAJCVI010000002.1_JAJCVI010000002.1_201	JAJCVI010000002.1	JAJCVI010000002.1	201	202919	203296	-1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_202	JAJCVI010000002.1	JAJCVI010000002.1	202	203361	204215	-1	C	K07052	CAAX protease family protein	MER0055603	M79	MER0055603 - family M79 unassigned peptidases (Halogeometricum borinquense) [M79.UPW]#M79#{peptidase unit: 175-310}~source GEBA2500154149~	False	0.654	176.0	2.715e-47	Type II CAAX prenyl endopeptidase Rce1-like [PF02517.19]					0
JAJCVI010000002.1_JAJCVI010000002.1_203	JAJCVI010000002.1	JAJCVI010000002.1	203	204222	206360	-1	C	K04076	ATP-dependent Lon protease [EC:3.4.21.53]	MER0128327	S16	MER0128327 - PF0467 ({Pyrococcus furiosus}) (Halomicrobium mukohataei) [S16.A11]#S16#{peptidase unit: 415-677}~source GEBA2500517452~	True	0.821	446.0	1.891e-133	Lon protease (S16) C-terminal proteolytic domain [PF05362.16]; Archaeal LonB, AAA+ ATPase LID domain [PF20436.1]; Magnesium chelatase, subunit ChlI [PF01078.24]; Sigma-54 interaction domain [PF00158.29]; LonB-like, AAA domain [PF13654.9]; Subunit ChlI of Mg-chelatase [PF13541.9]					0
JAJCVI010000002.1_JAJCVI010000002.1_204	JAJCVI010000002.1	JAJCVI010000002.1	204	206527	207069	1	C	K00952	nicotinamide-nucleotide adenylyltransferase [EC:2.7.7.1]								Cytidylyltransferase-like [PF01467.29]					0
JAJCVI010000002.1_JAJCVI010000002.1_205	JAJCVI010000002.1	JAJCVI010000002.1	205	207234	208001	1	C	K22205	S-adenosyl-L-methionine hydrolase (adenosine-forming) [EC:3.13.2.3]								SAM hydroxide adenosyltransferase N-terminal domain [PF01887.19]; SAM hydroxide adenosyltransferase C-terminal domain [PF20257.1]					0
JAJCVI010000002.1_JAJCVI010000002.1_206	JAJCVI010000002.1	JAJCVI010000002.1	206	207998	208660	1	D										Glycine transporter [PF03458.16]					0
JAJCVI010000002.1_JAJCVI010000002.1_207	JAJCVI010000002.1	JAJCVI010000002.1	207	209032	211455	-1	C	K06930	HTH-type transcriptional regulator, bacterioopsin transcriptional activator and related proteins								GAF and HTH_10 associated domain [PF15915.8]; HTH DNA binding domain [PF04967.15]; PAS fold [PF08448.13]; GAF domain [PF13185.9]; PAS fold [PF00989.28]; GAF domain [PF01590.29]; PAS domain [PF13426.10]; GAF domain [PF13492.9]; PAS domain [PF13188.10]; PAS fold [PF12860.10]					0
JAJCVI010000002.1_JAJCVI010000002.1_208	JAJCVI010000002.1	JAJCVI010000002.1	208	211691	212023	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_209	JAJCVI010000002.1	JAJCVI010000002.1	209	212181	213743	-1	C	K22447	archaeal chaperonin								TCP-1/cpn60 chaperonin family [PF00118.27]					0
JAJCVI010000002.1_JAJCVI010000002.1_210	JAJCVI010000002.1	JAJCVI010000002.1	210	213941	214765	1	D										Amidohydrolase [PF04909.17]					0
JAJCVI010000002.1_JAJCVI010000002.1_211	JAJCVI010000002.1	JAJCVI010000002.1	211	214803	215705	-1	D										Glycosyltransferase like family 2 [PF13641.9]; Glycosyl transferase family 2 [PF00535.29]; Glycosyltransferase like family 2 [PF10111.12]					0
JAJCVI010000002.1_JAJCVI010000002.1_212	JAJCVI010000002.1	JAJCVI010000002.1	212	215975	216679	-1	D										ubiE/COQ5 methyltransferase family [PF01209.21]; Methyltransferase domain [PF08241.15]; Methyltransferase domain [PF13847.9]; Methyltransferase domain [PF13649.9]; Methyltransferase domain [PF13489.9]; Methyltransferase domain [PF08242.15]; Putative RNA methylase family UPF0020 [PF01170.21]; Methyltransferase small domain [PF05175.17]; Protein of unknown function (DUF1698) [PF08003.14]; Mycolic acid cyclopropane synthetase [PF02353.23]; Tellurite resistance protein TehB [PF03848.17]; Nodulation protein S (NodS) [PF05401.14]; Ribosomal RNA adenine dimethylase [PF00398.23]; Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT) [PF01135.22]; Methionine biosynthesis protein MetW [PF07021.15]; tRNA (Uracil-5-)-methyltransferase [PF05958.14]					0
JAJCVI010000002.1_JAJCVI010000002.1_213	JAJCVI010000002.1	JAJCVI010000002.1	213	216768	216914	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_214	JAJCVI010000002.1	JAJCVI010000002.1	214	216942	217346	-1	D										Pyridoxamine 5'-phosphate oxidase [PF01243.23]; Pyridoxamine 5'-phosphate oxidase like [PF16242.8]					0
JAJCVI010000002.1_JAJCVI010000002.1_215	JAJCVI010000002.1	JAJCVI010000002.1	215	217576	217854	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_216	JAJCVI010000002.1	JAJCVI010000002.1	216	218007	218774	1	D										Metallo-beta-lactamase superfamily [PF00753.30]					0
JAJCVI010000002.1_JAJCVI010000002.1_217	JAJCVI010000002.1	JAJCVI010000002.1	217	218992	219810	1	C	K06940	uncharacterized protein								Putative zinc- or iron-chelating domain [PF03692.18]					0
JAJCVI010000002.1_JAJCVI010000002.1_218	JAJCVI010000002.1	JAJCVI010000002.1	218	219895	220038	1	E															0
JAJCVI010000002.1_JAJCVI010000002.1_219	JAJCVI010000002.1	JAJCVI010000002.1	219	220084	220542	-1	C	K07005	uncharacterized protein								Pyridoxamine 5'-phosphate oxidase [PF12900.10]					0
JAJCVI010000002.1_JAJCVI010000002.1_220	JAJCVI010000002.1	JAJCVI010000002.1	220	220618	221394	-1	C	K23348	HTH-type transcriptional regulator, dimethyl sulfoxide reductase transcription regulator								HTH DNA binding domain [PF04967.15]; GAF and HTH_10 associated domain [PF15915.8]					0
