	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	heme_regulatory_motif_count
LOAJ01000002.1_LOAJ01000002.1_172	LOAJ01000002.1	LOAJ01000002.1	172	145761	146396	-1	D										Binding-protein-dependent transport system inner membrane component [PF00528.25]	0
LOAJ01000002.1_LOAJ01000002.1_173	LOAJ01000002.1	LOAJ01000002.1	173	146393	146575	-1	E											0
LOAJ01000002.1_LOAJ01000002.1_174	LOAJ01000002.1	LOAJ01000002.1	174	146750	148399	-1	C	K01576	benzoylformate decarboxylase [EC:4.1.1.7]								Thiamine pyrophosphate enzyme, N-terminal TPP binding domain [PF02776.21]; Thiamine pyrophosphate enzyme, C-terminal TPP binding domain [PF02775.24]; Thiamine pyrophosphate enzyme, central domain [PF00205.25]	0
LOAJ01000002.1_LOAJ01000002.1_175	LOAJ01000002.1	LOAJ01000002.1	175	148523	149317	1	C	K21827	IclR family transcriptional regulator, arginine deiminase pathway regulator								Bacterial transcriptional regulator [PF01614.21]	0
LOAJ01000002.1_LOAJ01000002.1_176	LOAJ01000002.1	LOAJ01000002.1	176	149360	150817	1	C	K22187	alpha-ketoglutaric semialdehyde dehydrogenase [EC:1.2.1.-]								Aldehyde dehydrogenase family [PF00171.25]	0
LOAJ01000002.1_LOAJ01000002.1_177	LOAJ01000002.1	LOAJ01000002.1	177	150836	152194	1	C	K01438	acetylornithine deacetylase [EC:3.5.1.16]	MER0054680	M20A	MER0054680 - yodQ g.p. ({Bacillus subtilis}) (Halogeometricum borinquense) [M20.A21]#M20A#{peptidase unit: 10-418}~source GEBA2500155121~	True	0.597	475.0	1.461e-147	Peptidase family M20/M25/M40 [PF01546.31]	0
LOAJ01000002.1_LOAJ01000002.1_178	LOAJ01000002.1	LOAJ01000002.1	178	152302	153582	1	D										Aminotransferase class-III [PF00202.24]; Aminotransferase class I and II [PF00155.24]	0
LOAJ01000002.1_LOAJ01000002.1_179	LOAJ01000002.1	LOAJ01000002.1	179	153762	154532	-1	C	K01816	hydroxypyruvate isomerase [EC:5.3.1.22]								Xylose isomerase-like TIM barrel [PF01261.27]	0
LOAJ01000002.1_LOAJ01000002.1_180	LOAJ01000002.1	LOAJ01000002.1	180	154634	155599	1	D										Oxidoreductase family, NAD-binding Rossmann fold [PF01408.25]; Putative oxidoreductase C terminal domain [PF08635.13]	0
LOAJ01000002.1_LOAJ01000002.1_181	LOAJ01000002.1	LOAJ01000002.1	181	155679	157058	1	C	K10188	lactose/L-arabinose transport system substrate-binding protein								Bacterial extracellular solute-binding protein [PF13416.9]; Bacterial extracellular solute-binding protein [PF01547.28]	0
LOAJ01000002.1_LOAJ01000002.1_182	LOAJ01000002.1	LOAJ01000002.1	182	157062	158057	1	C	K10189	lactose/L-arabinose transport system permease protein								Binding-protein-dependent transport system inner membrane component [PF00528.25]	0
LOAJ01000002.1_LOAJ01000002.1_183	LOAJ01000002.1	LOAJ01000002.1	183	158050	158892	1	C	K10190	lactose/L-arabinose transport system permease protein								Binding-protein-dependent transport system inner membrane component [PF00528.25]	0
LOAJ01000002.1_LOAJ01000002.1_184	LOAJ01000002.1	LOAJ01000002.1	184	158914	160038	1	C	K10112	multiple sugar transport system ATP-binding protein [EC:7.5.2.-]								ABC transporter [PF00005.30]; TOBE domain [PF08402.13]	0
LOAJ01000002.1_LOAJ01000002.1_185	LOAJ01000002.1	LOAJ01000002.1	185	160065	161162	-1	D										Glutamate/Leucine/Phenylalanine/Valine dehydrogenase [PF00208.24]; Glu/Leu/Phe/Val dehydrogenase, dimerisation domain [PF02812.21]	0
LOAJ01000002.1_LOAJ01000002.1_186	LOAJ01000002.1	LOAJ01000002.1	186	161287	161772	1	D										Acetyltransferase (GNAT) family [PF00583.28]; Acetyltransferase (GNAT) domain [PF13420.10]	0
LOAJ01000002.1_LOAJ01000002.1_187	LOAJ01000002.1	LOAJ01000002.1	187	161955	162098	1	E											0
LOAJ01000002.1_LOAJ01000002.1_188	LOAJ01000002.1	LOAJ01000002.1	188	162207	162413	-1	E											0
LOAJ01000002.1_LOAJ01000002.1_189	LOAJ01000002.1	LOAJ01000002.1	189	163681	165633	1	E											0
